7.100000000000000533e+00 1.480000000000000071e+01 3.869999999999999574e+01 8.359999999999999432e+01 1.821999999999999886e+02 4.475000000000000000e+02 1.578200000000000045e+03
0.000000000000000000e+00 1.040000000000000036e+01 1.969999999999999929e+01 5.269999999999999574e+01 1.187000000000000028e+02 2.826000000000000227e+02 8.711999999999999318e+02
0.000000000000000000e+00 6.700000000000000178e+00 1.510000000000000142e+01 3.939999999999999858e+01 8.690000000000000568e+01 1.993000000000000114e+02 5.471000000000000227e+02
0.000000000000000000e+00 0.000000000000000000e+00 1.129999999999999893e+01 2.850000000000000000e+01 5.950000000000000000e+01 1.401999999999999886e+02 3.650999999999999659e+02
0.000000000000000000e+00 0.000000000000000000e+00 7.900000000000000355e+00 1.700000000000000000e+01 4.610000000000000142e+01 1.060000000000000000e+02 2.612999999999999545e+02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.319999999999999929e+01 3.539999999999999858e+01 8.019999999999998863e+01 1.917000000000000171e+02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.799999999999998934e+00 2.029999999999999716e+01 5.720000000000000284e+01 1.396999999999999886e+02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.700000000000000178e+00 1.600000000000000000e+01 4.500000000000000000e+01 1.073999999999999915e+02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.240000000000000036e+01 3.500000000000000000e+01 8.269999999999998863e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.299999999999998934e+00 2.019999999999999929e+01 5.910000000000000142e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.299999999999999822e+00 1.600000000000000000e+01 4.689999999999999858e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.250000000000000000e+01 3.700000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.400000000000000355e+00 2.850000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.599999999999999645e+00 1.680000000000000071e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.319999999999999929e+01
