fs	Tr(Gyr)	m(1e5M0)
0.010000	0.331719	1.000000
0.011837	0.298913	1.000000
0.013673	0.270927	1.000000
0.015510	0.245238	1.000000
0.017347	0.223743	1.000000
0.019184	0.204176	1.000000
0.021020	0.186048	1.000000
0.022857	0.170892	1.000000
0.024694	0.156949	1.000000
0.026531	0.144240	1.000000
0.028367	0.132310	1.000000
0.030204	0.122356	1.000000
0.032041	0.113110	1.000000
0.033878	0.104583	1.000000
0.035714	0.096769	1.000000
0.037551	0.089011	1.000000
0.039388	0.082876	1.000000
0.041224	0.077120	1.000000
0.043061	0.071738	1.000000
0.044898	0.066731	1.000000
0.046735	0.062101	1.000000
0.048571	0.057823	1.000000
0.050408	0.053849	1.000000
0.052245	0.049689	1.000000
0.054082	0.046531	1.000000
0.055918	0.043544	1.000000
0.057755	0.040729	1.000000
0.059592	0.038081	1.000000
0.061429	0.035602	1.000000
0.063265	0.033286	1.000000
0.065102	0.031128	1.000000
0.066939	0.029121	1.000000
0.068776	0.027245	1.000000
0.070612	0.025487	1.000000
0.072449	0.023825	1.000000
0.074286	0.021750	1.000000
0.076122	0.020441	1.000000
0.077959	0.019196	1.000000
0.079796	0.018013	1.000000
0.081633	0.016893	1.000000
0.083469	0.015834	1.000000
0.085306	0.014835	1.000000
0.087143	0.013895	1.000000
0.088980	0.013012	1.000000
0.090816	0.012183	1.000000
0.092653	0.011406	1.000000
0.094490	0.010679	1.000000
0.096327	0.009995	1.000000
0.098163	0.009357	1.000000
0.100000	0.008755	1.000000
