fs	Tr(Gyr)	m(1e5M0)
0.010000	0.094218	1.000000
0.011837	0.086030	1.000000
0.013673	0.078425	1.000000
0.015510	0.071446	1.000000
0.017347	0.064719	1.000000
0.019184	0.059561	1.000000
0.021020	0.054730	1.000000
0.022857	0.050260	1.000000
0.024694	0.046152	1.000000
0.026531	0.041827	1.000000
0.028367	0.038832	1.000000
0.030204	0.035997	1.000000
0.032041	0.033324	1.000000
0.033878	0.030824	1.000000
0.035714	0.028503	1.000000
0.037551	0.026360	1.000000
0.039388	0.024379	1.000000
0.041224	0.022502	1.000000
0.043061	0.020383	1.000000
0.044898	0.019037	1.000000
0.046735	0.017757	1.000000
0.048571	0.016540	1.000000
0.050408	0.015388	1.000000
0.052245	0.014304	1.000000
0.054082	0.013286	1.000000
0.055918	0.012334	1.000000
0.057755	0.011447	1.000000
0.059592	0.010625	1.000000
0.061429	0.009862	1.000000
0.063265	0.009154	1.000000
0.065102	0.008492	1.000000
0.066939	0.007872	1.000000
0.068776	0.007288	1.000000
0.070612	0.006725	1.000000
0.072449	0.005686	1.000000
0.074286	0.005312	1.000000
0.076122	0.004953	1.000000
0.077959	0.004613	1.000000
0.079796	0.004289	1.000000
0.081633	0.003985	1.000000
0.083469	0.003697	1.000000
0.085306	0.003427	1.000000
0.087143	0.003174	1.000000
0.088980	0.002939	1.000000
0.090816	0.002720	1.000000
0.092653	0.002517	1.000000
0.094490	0.002328	1.000000
0.096327	0.002155	1.000000
0.098163	0.001995	1.000000
0.100000	0.001847	1.000000
