fs	Tr(Gyr)	m(1e5M0)
0.010000	0.086296	1.070836
0.011837	0.078868	1.087542
0.013673	0.071987	1.089460
0.015510	0.065657	1.073027
0.017347	0.059603	1.058554
0.019184	0.054886	1.069149
0.021020	0.050479	1.080242
0.022857	0.046404	1.070994
0.024694	0.042641	1.059216
0.026531	0.038686	1.040951
0.028367	0.035924	1.045951
0.030204	0.033312	1.051856
0.032041	0.030850	1.058416
0.033878	0.028550	1.064663
0.035714	0.026418	1.062261
0.037551	0.024445	1.053570
0.039388	0.022614	1.046797
0.041224	0.020844	1.040241
0.043061	0.018881	1.028657
0.044898	0.017631	1.030968
0.046735	0.016441	1.033514
0.048571	0.015310	1.036251
0.050408	0.014243	1.039176
0.052245	0.013239	1.042169
0.054082	0.012297	1.045127
0.055918	0.011418	1.047853
0.057755	0.010599	1.049833
0.059592	0.009839	1.046587
0.061429	0.009130	1.042108
0.063265	0.008471	1.038347
0.065102	0.007857	1.035197
0.066939	0.007279	1.032509
0.068776	0.006732	1.030175
0.070612	0.006202	1.027856
0.072449	0.005210	1.015800
0.074286	0.004862	1.016594
0.076122	0.004529	1.017409
0.077959	0.004215	1.018237
0.079796	0.003916	1.019072
0.081633	0.003636	1.019925
0.083469	0.003373	1.020759
0.085306	0.003126	1.021603
0.087143	0.002896	1.022408
0.088980	0.002681	1.023205
0.090816	0.002482	1.023964
0.092653	0.002299	1.024691
0.094490	0.002129	1.025394
0.096327	0.001972	1.026026
0.098163	0.001829	1.026618
0.100000	0.001697	1.027157
