fs	Tr(Gyr)	m(1e5M0)
0.010000	0.344809	1.108041
0.011837	0.311970	1.098991
0.013673	0.282678	1.092217
0.015510	0.257256	1.096446
0.017347	0.233935	1.069105
0.019184	0.214174	1.088656
0.021020	0.196150	1.084528
0.022857	0.179277	1.057004
0.024694	0.165181	1.069453
0.026531	0.152175	1.084931
0.028367	0.140274	1.071794
0.030204	0.128812	1.046782
0.032041	0.119443	1.054441
0.033878	0.110715	1.064388
0.035714	0.102629	1.074955
0.037551	0.095186	1.065176
0.039388	0.088320	1.054359
0.041224	0.081606	1.039842
0.043061	0.076117	1.044870
0.044898	0.070967	1.050956
0.046735	0.066153	1.057832
0.048571	0.061675	1.064285
0.050408	0.057524	1.058566
0.052245	0.053676	1.050563
0.054082	0.050078	1.044532
0.055918	0.046260	1.030754
0.057755	0.043375	1.033530
0.059592	0.040648	1.036644
0.061429	0.038074	1.040086
0.063265	0.035653	1.043838
0.065102	0.033383	1.047685
0.066939	0.031259	1.051362
0.068776	0.029275	1.053518
0.070612	0.027422	1.047744
0.072449	0.025688	1.043117
0.074286	0.024060	1.039439
0.076122	0.022523	1.036474
0.077959	0.021041	1.033471
0.079796	0.019256	1.023218
0.081633	0.018097	1.024658
0.083469	0.016997	1.026184
0.085306	0.015954	1.027768
0.087143	0.014968	1.029409
0.088980	0.014037	1.031077
0.090816	0.013161	1.032758
0.092653	0.012337	1.034448
0.094490	0.011560	1.036071
0.096327	0.010833	1.037652
0.098163	0.010150	1.039128
0.100000	0.009508	1.040350
