fs	Tr(Gyr)	m(1e5M0)
0.010000	1.239276	1.123171
0.011837	1.094743	1.113558
0.013673	0.971112	1.081750
0.015510	0.866537	1.115295
0.017347	0.774999	1.076492
0.019184	0.696744	1.105036
0.021020	0.627115	1.064698
0.022857	0.567643	1.084304
0.024694	0.514744	1.088920
0.026531	0.467367	1.061355
0.028367	0.426304	1.077895
0.030204	0.389404	1.084373
0.032041	0.355615	1.050747
0.033878	0.326603	1.060971
0.035714	0.300225	1.075360
0.037551	0.276309	1.074439
0.039388	0.254605	1.059011
0.041224	0.234790	1.049800
0.043061	0.217264	1.058874
0.044898	0.201184	1.069834
0.046735	0.186478	1.067084
0.048571	0.173018	1.055481
0.050408	0.160225	1.039580
0.052245	0.149227	1.044815
0.054082	0.139019	1.051247
0.055918	0.129568	1.058671
0.057755	0.120835	1.065229
0.059592	0.112778	1.056068
0.061429	0.105319	1.048720
0.063265	0.097825	1.032003
0.065102	0.091665	1.035145
0.066939	0.085893	1.038798
0.068776	0.080491	1.042924
0.070612	0.075443	1.047474
0.072449	0.070736	1.052134
0.074286	0.066350	1.056087
0.076122	0.062262	1.050366
0.077959	0.058445	1.045109
0.079796	0.054867	1.041148
0.081633	0.051485	1.037767
0.083469	0.047917	1.027341
0.085306	0.045109	1.029384
0.087143	0.042457	1.031575
0.088980	0.039956	1.033909
0.090816	0.037602	1.036346
0.092653	0.035389	1.038860
0.094490	0.033308	1.041358
0.096327	0.031355	1.043817
0.098163	0.029517	1.045993
0.100000	0.027790	1.043674
