fs	Tr(Gyr)	m(1e5M0)
0.010000	3.891901	1.000000
0.011837	3.238601	1.000000
0.013673	2.727779	1.000000
0.015510	2.322281	1.000000
0.017347	1.994925	1.000000
0.019184	1.726703	1.000000
0.021020	1.506457	1.000000
0.022857	1.321127	1.000000
0.024694	1.166589	1.000000
0.026531	1.034738	1.000000
0.028367	0.921678	1.000000
0.030204	0.824951	1.000000
0.032041	0.740870	1.000000
0.033878	0.667403	1.000000
0.035714	0.603707	1.000000
0.037551	0.547445	1.000000
0.039388	0.497613	1.000000
0.041224	0.453487	1.000000
0.043061	0.414515	1.000000
0.044898	0.379559	1.000000
0.046735	0.348212	1.000000
0.048571	0.319564	1.000000
0.050408	0.294556	1.000000
0.052245	0.271796	1.000000
0.054082	0.251094	1.000000
0.055918	0.232281	1.000000
0.057755	0.215152	1.000000
0.059592	0.199049	1.000000
0.061429	0.185054	1.000000
0.063265	0.172146	1.000000
0.065102	0.160246	1.000000
0.066939	0.149290	1.000000
0.068776	0.139210	1.000000
0.070612	0.129921	1.000000
0.072449	0.121330	1.000000
0.074286	0.112893	1.000000
0.076122	0.105741	1.000000
0.077959	0.099062	1.000000
0.079796	0.092833	1.000000
0.081633	0.087027	1.000000
0.083469	0.081623	1.000000
0.085306	0.076592	1.000000
0.087143	0.071907	1.000000
0.088980	0.067540	1.000000
0.090816	0.063454	1.000000
0.092653	0.059620	1.000000
0.094490	0.055495	1.000000
0.096327	0.052274	1.000000
0.098163	0.049236	1.000000
0.100000	0.046372	1.000000
