fs	Tr(Gyr)	m(1e5M0)
0.010000	0.044518	1.000000
0.011837	0.040343	1.000000
0.013673	0.035701	1.000000
0.015510	0.032843	1.000000
0.017347	0.030141	1.000000
0.019184	0.027602	1.000000
0.021020	0.025247	1.000000
0.022857	0.023078	1.000000
0.024694	0.021056	1.000000
0.026531	0.018736	1.000000
0.028367	0.017393	1.000000
0.030204	0.016112	1.000000
0.032041	0.014897	1.000000
0.033878	0.013749	1.000000
0.035714	0.012672	1.000000
0.037551	0.011668	1.000000
0.039388	0.010738	1.000000
0.041224	0.009881	1.000000
0.043061	0.009090	1.000000
0.044898	0.008358	1.000000
0.046735	0.007673	1.000000
0.048571	0.007004	1.000000
0.050408	0.005910	1.000000
0.052245	0.005509	1.000000
0.054082	0.005123	1.000000
0.055918	0.004757	1.000000
0.057755	0.004409	1.000000
0.059592	0.004078	1.000000
0.061429	0.003766	1.000000
0.063265	0.003474	1.000000
0.065102	0.003200	1.000000
0.066939	0.002942	1.000000
0.068776	0.002704	1.000000
0.070612	0.002485	1.000000
0.072449	0.002280	1.000000
0.074286	0.002093	1.000000
0.076122	0.001922	1.000000
0.077959	0.001765	1.000000
0.079796	0.001623	1.000000
0.081633	0.001491	1.000000
0.083469	0.001373	1.000000
0.085306	0.001264	1.000000
0.087143	0.001166	1.000000
0.088980	0.001074	1.000000
0.090816	0.000991	1.000000
0.092653	0.000914	1.000000
0.094490	0.000844	1.000000
0.096327	0.000780	1.000000
0.098163	0.000718	1.000000
0.100000	0.000663	1.000000
