fs	Tr(Gyr)	m(1e5M0)
0.010000	1.575953	1.100380
0.011837	1.381992	1.113740
0.013673	1.217948	1.114157
0.015510	1.078164	1.080089
0.017347	0.959997	1.112352
0.019184	0.857088	1.073187
0.021020	0.769249	1.099872
0.022857	0.692245	1.081555
0.024694	0.624910	1.078021
0.026531	0.566020	1.093055
0.028367	0.513204	1.056642
0.030204	0.467701	1.070476
0.032041	0.426874	1.088484
0.033878	0.390311	1.068956
0.035714	0.357312	1.054845
0.037551	0.328300	1.066868
0.039388	0.301994	1.080446
0.041224	0.278193	1.064689
0.043061	0.256136	1.044671
0.044898	0.236984	1.051923
0.046735	0.219410	1.061407
0.048571	0.203315	1.071492
0.050408	0.188604	1.061629
0.052245	0.175113	1.051890
0.054082	0.162395	1.039753
0.055918	0.151314	1.044959
0.057755	0.141041	1.051262
0.059592	0.131534	1.058337
0.061429	0.122754	1.063971
0.063265	0.114645	1.054395
0.065102	0.107134	1.047629
0.066939	0.099588	1.031336
0.068776	0.093360	1.034330
0.070612	0.087526	1.037768
0.072449	0.082067	1.041664
0.074286	0.076965	1.045899
0.076122	0.072205	1.050310
0.077959	0.067767	1.054329
0.079796	0.063630	1.050696
0.081633	0.059763	1.045412
0.083469	0.056142	1.041461
0.085306	0.052733	1.038332
0.087143	0.049046	1.026245
0.088980	0.046198	1.028142
0.090816	0.043506	1.030181
0.092653	0.040968	1.032352
0.094490	0.038576	1.034611
0.096327	0.036326	1.036953
0.098163	0.034209	1.039302
0.100000	0.032220	1.041654
