fs	Tr(Gyr)	m(1e5M0)
0.010000	0.026902	1.000000
0.011837	0.024425	1.000000
0.013673	0.022131	1.000000
0.015510	0.020012	1.000000
0.017347	0.017403	1.000000
0.019184	0.016068	1.000000
0.021020	0.014797	1.000000
0.022857	0.013593	1.000000
0.024694	0.012459	1.000000
0.026531	0.011399	1.000000
0.028367	0.010419	1.000000
0.030204	0.009515	1.000000
0.032041	0.008682	1.000000
0.033878	0.007914	1.000000
0.035714	0.007177	1.000000
0.037551	0.005955	1.000000
0.039388	0.005540	1.000000
0.041224	0.005143	1.000000
0.043061	0.004764	1.000000
0.044898	0.004402	1.000000
0.046735	0.004059	1.000000
0.048571	0.003736	1.000000
0.050408	0.003430	1.000000
0.052245	0.003145	1.000000
0.054082	0.002880	1.000000
0.055918	0.002632	1.000000
0.057755	0.002403	1.000000
0.059592	0.002194	1.000000
0.061429	0.002001	1.000000
0.063265	0.001826	1.000000
0.065102	0.001666	1.000000
0.066939	0.001520	1.000000
0.068776	0.001388	1.000000
0.070612	0.001269	1.000000
0.072449	0.001159	1.000000
0.074286	0.001058	1.000000
0.076122	0.000968	1.000000
0.077959	0.000884	1.000000
0.079796	0.000807	1.000000
0.081633	0.000736	1.000000
0.083469	0.000670	1.000000
0.085306	0.000608	1.000000
0.087143	0.000549	1.000000
0.088980	0.000491	1.000000
0.090816	0.000431	1.000000
0.092653	0.000347	1.000000
0.094490	-1.000000	-1.000000
0.096327	-1.000000	-1.000000
0.098163	-1.000000	-1.000000
0.100000	-1.000000	-1.000000
