fs	Tr(Gyr)	m(1e5M0)
0.010000	0.540523	1.000000
0.011837	0.485067	1.000000
0.013673	0.436545	1.000000
0.015510	0.394321	1.000000
0.017347	0.356955	1.000000
0.019184	0.324410	1.000000
0.021020	0.294592	1.000000
0.022857	0.269419	1.000000
0.024694	0.246507	1.000000
0.026531	0.225783	1.000000
0.028367	0.207030	1.000000
0.030204	0.190641	1.000000
0.032041	0.175625	1.000000
0.033878	0.161950	1.000000
0.035714	0.149074	1.000000
0.037551	0.138198	1.000000
0.039388	0.128106	1.000000
0.041224	0.118782	1.000000
0.043061	0.110218	1.000000
0.044898	0.102347	1.000000
0.046735	0.094646	1.000000
0.048571	0.088309	1.000000
0.050408	0.082376	1.000000
0.052245	0.076831	1.000000
0.054082	0.071673	1.000000
0.055918	0.066890	1.000000
0.057755	0.062462	1.000000
0.059592	0.058353	1.000000
0.061429	0.054483	1.000000
0.063265	0.050548	1.000000
0.065102	0.047420	1.000000
0.066939	0.044465	1.000000
0.068776	0.041683	1.000000
0.070612	0.039068	1.000000
0.072449	0.036617	1.000000
0.074286	0.034326	1.000000
0.076122	0.032183	1.000000
0.077959	0.030183	1.000000
0.079796	0.028313	1.000000
0.081633	0.026555	1.000000
0.083469	0.024902	1.000000
0.085306	0.023331	1.000000
0.087143	0.021361	1.000000
0.088980	0.020101	1.000000
0.090816	0.018902	1.000000
0.092653	0.017766	1.000000
0.094490	0.016689	1.000000
0.096327	0.015672	1.000000
0.098163	0.014713	1.000000
0.100000	0.013810	1.000000
