fs	Tr(Gyr)	m(1e5M0)
0.010000	0.995127	1.111161
0.011837	0.884719	1.104917
0.013673	0.789681	1.117434
0.015510	0.706951	1.079191
0.017347	0.636262	1.109075
0.019184	0.573205	1.068264
0.021020	0.519288	1.090316
0.022857	-1.000000	-1.000000
0.024694	0.428254	1.066333
0.026531	0.390825	1.085487
0.028367	0.357164	1.079256
0.030204	0.326524	1.055383
0.032041	0.299963	1.067858
0.033878	0.275797	1.083376
0.035714	0.253897	1.068213
0.037551	0.233579	1.047488
0.039388	0.216030	1.055814
0.041224	0.199897	1.066783
0.043061	0.185113	1.074556
0.044898	0.171599	1.060243
0.046735	0.158624	1.039165
0.048571	0.147665	1.044324
0.050408	0.137486	1.050801
0.052245	0.128050	1.058495
0.054082	0.119329	1.065967
0.055918	0.111284	1.058424
0.057755	0.103847	1.050266
0.059592	0.096357	1.032537
0.061429	0.090246	1.035820
0.063265	0.084517	1.039655
0.065102	0.079154	1.044027
0.066939	0.074143	1.048858
0.068776	0.069471	1.053788
0.070612	0.065121	1.057334
0.072449	0.061070	1.050338
0.074286	0.057288	1.045008
0.076122	0.053742	1.040988
0.077959	0.049848	1.026424
0.079796	0.046913	1.028426
0.081633	0.044138	1.030615
0.083469	0.041517	1.032967
0.085306	0.039050	1.035484
0.087143	0.036727	1.038099
0.088980	0.034543	1.040770
0.090816	0.032494	1.043428
0.092653	0.030569	1.045931
0.094490	0.028761	1.046452
0.096327	0.027062	1.042560
0.098163	0.025462	1.039352
0.100000	0.023952	1.036777
