fs	Tr(Gyr)	m(1e5M0)
0.010000	0.051957	1.069065
0.011837	0.047478	1.082663
0.013673	0.043311	1.085396
0.015510	0.039468	1.070883
0.017347	0.035264	1.046711
0.019184	0.032562	1.053115
0.021020	0.030004	1.060692
0.022857	0.027602	1.068696
0.024694	0.025368	1.070424
0.026531	0.023304	1.059729
0.028367	0.021396	1.051379
0.030204	0.018930	1.030310
0.032041	0.017629	1.032985
0.033878	0.016389	1.035983
0.035714	0.015208	1.039289
0.037551	0.014091	1.042835
0.039388	0.013038	1.046532
0.041224	0.012051	1.050146
0.043061	0.011130	1.053206
0.044898	0.010278	1.052922
0.046735	0.009489	1.047087
0.048571	0.008757	1.042164
0.050408	0.008077	1.038063
0.052245	0.007443	1.034610
0.054082	0.006842	1.031527
0.055918	0.005672	1.016410
0.057755	0.005289	1.017307
0.059592	0.004926	1.018253
0.061429	0.004579	1.019225
0.063265	0.004248	1.020216
0.065102	0.003938	1.021249
0.066939	0.003644	1.022280
0.068776	0.003367	1.023300
0.070612	0.003109	1.024335
0.072449	0.002867	1.025325
0.074286	0.002642	1.026303
0.076122	0.002436	1.027251
0.077959	0.002243	1.028122
0.079796	0.002067	1.028918
0.081633	0.001904	1.029640
0.083469	0.001757	1.030264
0.085306	0.001620	1.030715
0.087143	0.001496	1.030708
0.088980	0.001381	1.028671
0.090816	0.001278	1.026506
0.092653	0.001182	1.024493
0.094490	0.001095	1.022671
0.096327	0.001015	1.020999
0.098163	0.000941	1.019455
0.100000	0.000874	1.018038
