fs	Tr(Gyr)	m(1e5M0)
0.010000	0.146793	1.098909
0.011837	0.132786	1.077169
0.013673	0.121319	1.097510
0.015510	0.110803	1.083531
0.017347	0.100757	1.060541
0.019184	0.092733	1.073357
0.021020	0.085277	1.087007
0.022857	0.078418	1.071733
0.024694	0.071453	1.045537
0.026531	0.066257	1.052310
0.028367	0.061372	1.060815
0.030204	0.056803	1.070355
0.032041	0.052570	1.069999
0.033878	0.048664	1.058423
0.035714	0.045010	1.049310
0.037551	0.041333	1.037040
0.039388	0.038547	1.041081
0.041224	0.035916	1.045788
0.043061	0.033435	1.050985
0.044898	0.031113	1.056371
0.046735	0.028949	1.060686
0.048571	0.026942	1.054860
0.050408	0.025076	1.048159
0.052245	0.023335	1.042915
0.054082	0.021683	1.038396
0.055918	0.019682	1.025560
0.057755	0.018440	1.027405
0.059592	0.017257	1.029415
0.061429	0.016136	1.031570
0.063265	0.015073	1.033828
0.065102	0.014070	1.036197
0.066939	0.013128	1.038603
0.068776	0.012243	1.040983
0.070612	0.011416	1.043233
0.072449	0.010644	1.045164
0.074286	0.009923	1.045259
0.076122	0.009250	1.041338
0.077959	0.008620	1.037993
0.079796	0.008030	1.035163
0.081633	0.007476	1.032763
0.083469	0.006953	1.030708
0.085306	0.006461	1.028933
0.087143	0.005990	1.027289
0.088980	0.005517	1.025291
0.090816	0.004666	1.015349
0.092653	0.004354	1.016028
0.094490	0.004060	1.016718
0.096327	0.003783	1.017416
0.098163	0.003523	1.018106
0.100000	0.003278	1.018788
