fs	Tr(Gyr)	m(1e5M0)
0.010000	0.403541	1.105431
0.011837	0.364160	1.108021
0.013673	0.329852	1.093703
0.015510	0.299353	1.089374
0.017347	0.272718	1.094816
0.019184	0.248259	1.065559
0.021020	0.227505	1.083316
0.022857	0.208565	1.086338
0.024694	0.190682	1.053171
0.026531	0.175856	1.063897
0.028367	0.162168	1.078481
0.030204	0.149617	1.075933
0.032041	0.138117	1.060667
0.033878	0.127439	1.049534
0.035714	0.118248	1.057994
0.037551	0.109712	1.068286
0.039388	0.101831	1.071309
0.041224	0.094578	1.058697
0.043061	0.087216	1.036252
0.044898	0.081437	1.040458
0.046735	0.076009	1.045537
0.048571	0.070924	1.051579
0.050408	0.066175	1.058152
0.052245	0.061763	1.063695
0.054082	0.057673	1.055802
0.055918	0.053872	1.048628
0.057755	0.050310	1.043111
0.059592	0.046546	1.030272
0.061429	0.043672	1.032926
0.063265	0.040954	1.035908
0.065102	0.038391	1.039166
0.066939	0.035979	1.042691
0.068776	0.033717	1.046320
0.070612	0.031600	1.049855
0.072449	0.029618	1.052579
0.074286	0.027769	1.047751
0.076122	0.026034	1.043194
0.077959	0.024406	1.039571
0.079796	0.022870	1.036668
0.081633	0.021407	1.034117
0.083469	0.019550	1.022387
0.085306	0.018388	1.023750
0.087143	0.017282	1.025183
0.088980	0.016234	1.026673
0.090816	0.015243	1.028208
0.092653	0.014306	1.029775
0.094490	0.013423	1.031363
0.096327	0.012592	1.032955
0.098163	0.011808	1.034498
0.100000	0.011074	1.036016
