fs	Tr(Gyr)	m(1e5M0)
0.010000	0.046166	1.084836
0.011837	0.042026	1.087437
0.013673	0.038211	1.073052
0.015510	0.034036	1.049155
0.017347	0.031367	1.056135
0.019184	0.028845	1.064310
0.021020	0.026482	1.072345
0.022857	0.024289	1.068387
0.024694	0.022263	1.058128
0.026531	0.020376	1.049938
0.028367	0.018093	1.032410
0.030204	0.016817	1.035396
0.032041	0.015603	1.038719
0.033878	0.014450	1.042354
0.035714	0.013359	1.046186
0.037551	0.012337	1.050059
0.039388	0.011381	1.053548
0.041224	0.010495	1.055329
0.043061	0.009675	1.049378
0.044898	0.008915	1.043981
0.046735	0.008212	1.039498
0.048571	0.007556	1.035734
0.050408	0.006936	1.032408
0.052245	0.005731	1.016675
0.054082	0.005345	1.017611
0.055918	0.004974	1.018585
0.057755	0.004622	1.019605
0.059592	0.004287	1.020646
0.061429	0.003971	1.021715
0.063265	0.003671	1.022800
0.065102	0.003390	1.023891
0.066939	0.003126	1.024958
0.068776	0.002881	1.026033
0.070612	0.002652	1.027049
0.072449	0.002442	1.028040
0.074286	0.002246	1.028961
0.076122	0.002067	1.029788
0.077959	0.001901	1.030519
0.079796	0.001751	1.031124
0.081633	0.001613	1.031551
0.083469	0.001486	1.030808
0.085306	0.001372	1.028461
0.087143	0.001265	1.026233
0.088980	0.001169	1.024220
0.090816	0.001081	1.022378
0.092653	0.000999	1.020665
0.094490	0.000925	1.019121
0.096327	0.000856	1.017684
0.098163	0.000793	1.016353
0.100000	0.000733	1.015127
