fs	Tr(Gyr)	m(1e5M0)
0.010000	0.023908	1.000000
0.011837	0.021612	1.000000
0.013673	0.019494	1.000000
0.015510	0.016873	1.000000
0.017347	0.015551	1.000000
0.019184	0.014292	1.000000
0.021020	0.013100	1.000000
0.022857	0.011980	1.000000
0.024694	0.010936	1.000000
0.026531	0.009973	1.000000
0.028367	0.009085	1.000000
0.030204	0.008268	1.000000
0.032041	0.007507	1.000000
0.033878	0.006114	1.000000
0.035714	0.005690	1.000000
0.037551	0.005282	1.000000
0.039388	0.004894	1.000000
0.041224	0.004523	1.000000
0.043061	0.004170	1.000000
0.044898	0.003838	1.000000
0.046735	0.003524	1.000000
0.048571	0.003229	1.000000
0.050408	0.002952	1.000000
0.052245	0.002697	1.000000
0.054082	0.002461	1.000000
0.055918	0.002243	1.000000
0.057755	0.002043	1.000000
0.059592	0.001860	1.000000
0.061429	0.001693	1.000000
0.063265	0.001543	1.000000
0.065102	0.001406	1.000000
0.066939	0.001282	1.000000
0.068776	0.001167	1.000000
0.070612	0.001064	1.000000
0.072449	0.000971	1.000000
0.074286	0.000884	1.000000
0.076122	0.000804	1.000000
0.077959	0.000732	1.000000
0.079796	0.000664	1.000000
0.081633	0.000599	1.000000
0.083469	0.000538	1.000000
0.085306	0.000476	1.000000
0.087143	0.000407	1.000000
0.088980	-1.000000	-1.000000
0.090816	-1.000000	-1.000000
0.092653	-1.000000	-1.000000
0.094490	-1.000000	-1.000000
0.096327	-1.000000	-1.000000
0.098163	-1.000000	-1.000000
0.100000	-1.000000	-1.000000
