fs	Tr(Gyr)	m(1e5M0)
0.010000	0.059569	1.084046
0.011837	0.053518	1.066968
0.013673	0.048999	1.079920
0.015510	0.044792	1.084344
0.017347	0.040913	1.069674
0.019184	0.036626	1.044197
0.021020	0.033884	1.050033
0.022857	0.031287	1.056978
0.024694	0.028841	1.064656
0.026531	0.026558	1.070755
0.028367	0.024448	1.061981
0.030204	0.022499	1.053186
0.032041	0.020667	1.045910
0.033878	0.018506	1.030704
0.035714	0.017236	1.033376
0.037551	0.016028	1.036358
0.039388	0.014880	1.039596
0.041224	0.013794	1.043032
0.043061	0.012774	1.046549
0.044898	0.011820	1.049912
0.046735	0.010932	1.052580
0.048571	0.010108	1.050683
0.050408	0.009345	1.045296
0.052245	0.008637	1.040749
0.054082	0.007978	1.036976
0.055918	0.007361	1.033760
0.057755	0.006777	1.030910
0.059592	0.005627	1.016109
0.061429	0.005249	1.016975
0.063265	0.004889	1.017872
0.065102	0.004548	1.018807
0.066939	0.004222	1.019759
0.068776	0.003915	1.020735
0.070612	0.003625	1.021709
0.072449	0.003354	1.022691
0.074286	0.003099	1.023673
0.076122	0.002861	1.024616
0.077959	0.002641	1.025535
0.079796	0.002436	1.026432
0.081633	0.002247	1.027269
0.083469	0.002073	1.028048
0.085306	0.001914	1.028750
0.087143	0.001767	1.029358
0.088980	0.001633	1.029868
0.090816	0.001509	1.030216
0.092653	0.001396	1.028957
0.094490	0.001293	1.026821
0.096327	0.001200	1.024849
0.098163	0.001112	1.023027
0.100000	0.001032	1.021354
