fs	Tr(Gyr)	m(1e5M0)
0.010000	0.127868	1.078906
0.011837	0.116625	1.100087
0.013673	0.106314	1.086048
0.015510	0.096465	1.063643
0.017347	0.088636	1.077642
0.019184	0.081367	1.088229
0.021020	0.074688	1.070737
0.022857	0.068040	1.048735
0.024694	0.062991	1.056452
0.026531	0.058248	1.065988
0.028367	0.053825	1.075288
0.030204	0.049742	1.065964
0.032041	0.045970	1.055475
0.033878	0.041919	1.036342
0.035714	0.039077	1.040327
0.037551	0.036383	1.045005
0.039388	0.033843	1.050341
0.041224	0.031459	1.056026
0.043061	0.029233	1.061134
0.044898	0.027168	1.057888
0.046735	0.025251	1.050420
0.048571	0.023470	1.044615
0.050408	0.021787	1.039762
0.052245	0.019725	1.025951
0.054082	0.018469	1.027872
0.055918	0.017275	1.029974
0.057755	0.016140	1.032234
0.059592	0.015064	1.034625
0.061429	0.014051	1.037132
0.063265	0.013097	1.039676
0.065102	0.012202	1.042184
0.066939	0.011366	1.044520
0.068776	0.010587	1.046451
0.070612	0.009860	1.045245
0.072449	0.009182	1.041245
0.074286	0.008547	1.037846
0.076122	0.007954	1.034964
0.077959	0.007397	1.032535
0.079796	0.006872	1.030454
0.081633	0.006373	1.028612
0.083469	0.005893	1.026797
0.085306	0.004942	1.015165
0.087143	0.004615	1.015879
0.088980	0.004305	1.016595
0.090816	0.004011	1.017319
0.092653	0.003733	1.018037
0.094490	0.003472	1.018773
0.096327	0.003227	1.019483
0.098163	0.002999	1.020195
0.100000	0.002786	1.020883
