fs	Tr(Gyr)	m(1e5M0)
0.010000	11.767110	1.000000
0.011837	8.736756	1.000000
0.013673	6.719917	1.000000
0.015510	5.312700	1.000000
0.017347	4.292961	1.000000
0.019184	3.531598	1.000000
0.021020	2.948565	1.000000
0.022857	2.491686	1.000000
0.024694	2.129524	1.000000
0.026531	1.836045	1.000000
0.028367	1.595576	1.000000
0.030204	1.396584	1.000000
0.032041	1.229143	1.000000
0.033878	1.088948	1.000000
0.035714	0.969117	1.000000
0.037551	0.866151	1.000000
0.039388	0.777236	1.000000
0.041224	0.700306	1.000000
0.043061	0.632945	1.000000
0.044898	0.573700	1.000000
0.046735	0.521466	1.000000
0.048571	0.475519	1.000000
0.050408	0.434532	1.000000
0.052245	0.397937	1.000000
0.054082	0.364509	1.000000
0.055918	0.335487	1.000000
0.057755	0.309186	1.000000
0.059592	0.285332	1.000000
0.061429	0.263692	1.000000
0.063265	0.244051	1.000000
0.065102	0.226153	1.000000
0.066939	0.209428	1.000000
0.068776	0.194744	1.000000
0.070612	0.181225	1.000000
0.072449	0.168780	1.000000
0.074286	0.157331	1.000000
0.076122	0.146794	1.000000
0.077959	0.137085	1.000000
0.079796	0.128109	1.000000
0.081633	0.119230	1.000000
0.083469	0.111732	1.000000
0.085306	0.104739	1.000000
0.087143	0.098217	1.000000
0.088980	0.092138	1.000000
0.090816	0.086476	1.000000
0.092653	0.081202	1.000000
0.094490	0.076288	1.000000
0.096327	0.071706	1.000000
0.098163	0.067422	1.000000
0.100000	0.063411	1.000000
