fs	Tr(Gyr)	m(1e5M0)
0.010000	0.780425	1.000000
0.011837	0.695658	1.000000
0.013673	0.622355	1.000000
0.015510	0.557967	1.000000
0.017347	0.503503	1.000000
0.019184	0.455074	1.000000
0.021020	0.412222	1.000000
0.022857	0.374841	1.000000
0.024694	0.341348	1.000000
0.026531	0.311491	1.000000
0.028367	0.285206	1.000000
0.030204	0.261427	1.000000
0.032041	0.239441	1.000000
0.033878	0.220691	1.000000
0.035714	0.203486	1.000000
0.037551	0.187768	1.000000
0.039388	0.173456	1.000000
0.041224	0.160004	1.000000
0.043061	0.148505	1.000000
0.044898	0.137849	1.000000
0.046735	0.128005	1.000000
0.048571	0.118954	1.000000
0.050408	0.110634	1.000000
0.052245	0.102332	1.000000
0.054082	0.095603	1.000000
0.055918	0.089304	1.000000
0.057755	0.083417	1.000000
0.059592	0.077925	1.000000
0.061429	0.072820	1.000000
0.063265	0.068085	1.000000
0.065102	0.063695	1.000000
0.066939	0.059606	1.000000
0.068776	0.055761	1.000000
0.070612	0.051798	1.000000
0.072449	0.048649	1.000000
0.074286	0.045678	1.000000
0.076122	0.042878	1.000000
0.077959	0.040247	1.000000
0.079796	0.037777	1.000000
0.081633	0.035465	1.000000
0.083469	0.033300	1.000000
0.085306	0.031274	1.000000
0.087143	0.029376	1.000000
0.088980	0.027595	1.000000
0.090816	0.025919	1.000000
0.092653	0.024334	1.000000
0.094490	0.022829	1.000000
0.096327	0.020935	1.000000
0.098163	0.019713	1.000000
0.100000	0.018555	1.000000
