fs	Tr(Gyr)	m(1e5M0)
0.010000	0.024768	1.078422
0.011837	0.022496	1.080702
0.013673	0.020393	1.068596
0.015510	0.018437	1.058983
0.017347	0.016067	1.039810
0.019184	0.014823	1.043993
0.021020	0.013640	1.048625
0.022857	0.012523	1.053547
0.024694	0.011473	1.058260
0.026531	0.010495	1.061311
0.028367	0.009593	1.055312
0.030204	0.008759	1.048512
0.032041	0.007990	1.042838
0.033878	0.007273	1.038023
0.035714	0.006554	1.032851
0.037551	0.005459	1.019614
0.039388	0.005071	1.020823
0.041224	0.004699	1.022082
0.043061	0.004345	1.023398
0.044898	0.004008	1.024754
0.046735	0.003691	1.026129
0.048571	0.003391	1.027517
0.050408	0.003112	1.028896
0.052245	0.002850	1.030219
0.054082	0.002608	1.031505
0.055918	0.002383	1.032664
0.057755	0.002177	1.033709
0.059592	0.001986	1.034535
0.061429	0.001814	1.035075
0.063265	0.001656	1.034474
0.065102	0.001512	1.031431
0.066939	0.001383	1.028692
0.068776	0.001264	1.026191
0.070612	0.001154	1.023906
0.072449	0.001056	1.021835
0.074286	0.000965	1.019955
0.076122	0.000883	1.018225
0.077959	0.000807	1.016644
0.079796	0.000736	1.015189
0.081633	0.000670	1.013819
0.083469	0.000608	1.012535
0.085306	0.000549	1.011313
0.087143	0.000491	1.010114
0.088980	0.000431	1.008855
0.090816	0.000340	1.006979
0.092653	-1.000000	-1.000000
0.094490	-1.000000	-1.000000
0.096327	-1.000000	-1.000000
0.098163	-1.000000	-1.000000
0.100000	-1.000000	-1.000000
