fs	Tr(Gyr)	m(1e5M0)
0.010000	0.083357	1.000000
0.011837	0.075836	1.000000
0.013673	0.068933	1.000000
0.015510	0.062274	1.000000
0.017347	0.057203	1.000000
0.019184	0.052462	1.000000
0.021020	0.048084	1.000000
0.022857	0.044048	1.000000
0.024694	0.039952	1.000000
0.026531	0.037025	1.000000
0.028367	0.034257	1.000000
0.030204	0.031654	1.000000
0.032041	0.029226	1.000000
0.033878	0.026984	1.000000
0.035714	0.024914	1.000000
0.037551	0.022989	1.000000
0.039388	0.020661	1.000000
0.041224	0.019291	1.000000
0.043061	0.017986	1.000000
0.044898	0.016744	1.000000
0.046735	0.015567	1.000000
0.048571	0.014457	1.000000
0.050408	0.013414	1.000000
0.052245	0.012439	1.000000
0.054082	0.011532	1.000000
0.055918	0.010691	1.000000
0.057755	0.009910	1.000000
0.059592	0.009187	1.000000
0.061429	0.008511	1.000000
0.063265	0.007881	1.000000
0.065102	0.007286	1.000000
0.066939	0.006705	1.000000
0.068776	0.005687	1.000000
0.070612	0.005309	1.000000
0.072449	0.004948	1.000000
0.074286	0.004606	1.000000
0.076122	0.004280	1.000000
0.077959	0.003973	1.000000
0.079796	0.003683	1.000000
0.081633	0.003410	1.000000
0.083469	0.003157	1.000000
0.085306	0.002919	1.000000
0.087143	0.002697	1.000000
0.088980	0.002494	1.000000
0.090816	0.002305	1.000000
0.092653	0.002129	1.000000
0.094490	0.001969	1.000000
0.096327	0.001821	1.000000
0.098163	0.001687	1.000000
0.100000	0.001563	1.000000
