fs	Tr(Gyr)	m(1e5M0)
0.010000	0.646374	1.000000
0.011837	0.577951	1.000000
0.013673	0.518867	1.000000
0.015510	0.467392	1.000000
0.017347	0.422382	1.000000
0.019184	0.382570	1.000000
0.021020	0.347832	1.000000
0.022857	0.315935	1.000000
0.024694	0.289052	1.000000
0.026531	0.264595	1.000000
0.028367	0.242480	1.000000
0.030204	0.222239	1.000000
0.032041	0.204762	1.000000
0.033878	0.188727	1.000000
0.035714	0.174107	1.000000
0.037551	0.160084	1.000000
0.039388	0.148501	1.000000
0.041224	0.137751	1.000000
0.043061	0.127801	1.000000
0.044898	0.118633	1.000000
0.046735	0.110215	1.000000
0.048571	0.102441	1.000000
0.050408	0.094974	1.000000
0.052245	0.088665	1.000000
0.054082	0.082764	1.000000
0.055918	0.077256	1.000000
0.057755	0.072134	1.000000
0.059592	0.067384	1.000000
0.061429	0.062984	1.000000
0.063265	0.058894	1.000000
0.065102	0.055038	1.000000
0.066939	0.051105	1.000000
0.068776	0.047972	1.000000
0.070612	0.045012	1.000000
0.072449	0.042225	1.000000
0.074286	0.039607	1.000000
0.076122	0.037150	1.000000
0.077959	0.034850	1.000000
0.079796	0.032701	1.000000
0.081633	0.030690	1.000000
0.083469	0.028809	1.000000
0.085306	0.027043	1.000000
0.087143	0.025379	1.000000
0.088980	0.023807	1.000000
0.090816	0.022284	1.000000
0.092653	0.020494	1.000000
0.094490	0.019286	1.000000
0.096327	0.018138	1.000000
0.098163	0.017053	1.000000
0.100000	0.016026	1.000000
