fs	Tr(Gyr)	m(1e5M0)
0.010000	0.456392	1.000000
0.011837	0.410152	1.000000
0.013673	0.370200	1.000000
0.015510	0.334776	1.000000
0.017347	0.304048	1.000000
0.019184	0.275927	1.000000
0.021020	0.252194	1.000000
0.022857	0.230592	1.000000
0.024694	0.210325	1.000000
0.026531	0.193544	1.000000
0.028367	0.178092	1.000000
0.030204	0.163962	1.000000
0.032041	0.151068	1.000000
0.033878	0.139206	1.000000
0.035714	0.128944	1.000000
0.037551	0.119434	1.000000
0.039388	0.110675	1.000000
0.041224	0.102641	1.000000
0.043061	0.094626	1.000000
0.044898	0.088243	1.000000
0.046735	0.082258	1.000000
0.048571	0.076661	1.000000
0.050408	0.071445	1.000000
0.052245	0.066609	1.000000
0.054082	0.062135	1.000000
0.055918	0.057988	1.000000
0.057755	0.054097	1.000000
0.059592	0.050125	1.000000
0.061429	0.046995	1.000000
0.063265	0.044038	1.000000
0.065102	0.041252	1.000000
0.066939	0.038635	1.000000
0.068776	0.036181	1.000000
0.070612	0.033889	1.000000
0.072449	0.031749	1.000000
0.074286	0.029753	1.000000
0.076122	0.027886	1.000000
0.077959	0.026135	1.000000
0.079796	0.024483	1.000000
0.081633	0.022902	1.000000
0.083469	0.021005	1.000000
0.085306	0.019752	1.000000
0.087143	0.018562	1.000000
0.088980	0.017434	1.000000
0.090816	0.016366	1.000000
0.092653	0.015357	1.000000
0.094490	0.014406	1.000000
0.096327	0.013511	1.000000
0.098163	0.012670	1.000000
0.100000	0.011881	1.000000
