fs	Tr(Gyr)	m(1e5M0)
0.010000	1.188164	1.000000
0.011837	1.047972	1.000000
0.013673	0.928447	1.000000
0.015510	0.825538	1.000000
0.017347	0.738413	1.000000
0.019184	0.661431	1.000000
0.021020	0.596043	1.000000
0.022857	0.538193	1.000000
0.024694	0.486943	1.000000
0.026531	0.442470	1.000000
0.028367	0.402728	1.000000
0.030204	0.366922	1.000000
0.032041	0.335871	1.000000
0.033878	0.307775	1.000000
0.035714	0.282450	1.000000
0.037551	0.259240	1.000000
0.039388	0.239084	1.000000
0.041224	0.220636	1.000000
0.043061	0.203809	1.000000
0.044898	0.188492	1.000000
0.046735	0.174025	1.000000
0.048571	0.161651	1.000000
0.050408	0.150198	1.000000
0.052245	0.139618	1.000000
0.054082	0.129874	1.000000
0.055918	0.120917	1.000000
0.057755	0.112658	1.000000
0.059592	0.104537	1.000000
0.061429	0.097758	1.000000
0.063265	0.091420	1.000000
0.065102	0.085500	1.000000
0.066939	0.079986	1.000000
0.068776	0.074857	1.000000
0.070612	0.070095	1.000000
0.072449	0.065670	1.000000
0.074286	0.061546	1.000000
0.076122	0.057680	1.000000
0.077959	0.053589	1.000000
0.079796	0.050389	1.000000
0.081633	0.047367	1.000000
0.083469	0.044520	1.000000
0.085306	0.041842	1.000000
0.087143	0.039325	1.000000
0.088980	0.036964	1.000000
0.090816	0.034751	1.000000
0.092653	0.032677	1.000000
0.094490	0.030732	1.000000
0.096327	0.028907	1.000000
0.098163	0.027187	1.000000
0.100000	0.025567	1.000000
