fs	Tr(Gyr)	m(1e5M0)
0.010000	0.185089	1.000000
0.011837	0.167876	1.000000
0.013673	0.151900	1.000000
0.015510	0.138788	1.000000
0.017347	0.126755	1.000000
0.019184	0.115198	1.000000
0.021020	0.106060	1.000000
0.022857	0.097555	1.000000
0.024694	0.089721	1.000000
0.026531	0.082531	1.000000
0.028367	0.075737	1.000000
0.030204	0.070199	1.000000
0.032041	0.065010	1.000000
0.033878	0.060184	1.000000
0.035714	0.055732	1.000000
0.037551	0.051631	1.000000
0.039388	0.047253	1.000000
0.041224	0.044117	1.000000
0.043061	0.041147	1.000000
0.044898	0.038345	1.000000
0.046735	0.035712	1.000000
0.048571	0.033247	1.000000
0.050408	0.030956	1.000000
0.052245	0.028830	1.000000
0.054082	0.026857	1.000000
0.055918	0.025018	1.000000
0.057755	0.023269	1.000000
0.059592	0.021216	1.000000
0.061429	0.019890	1.000000
0.063265	0.018628	1.000000
0.065102	0.017430	1.000000
0.066939	0.016294	1.000000
0.068776	0.015223	1.000000
0.070612	0.014214	1.000000
0.072449	0.013267	1.000000
0.074286	0.012382	1.000000
0.076122	0.011553	1.000000
0.077959	0.010781	1.000000
0.079796	0.010060	1.000000
0.081633	0.009385	1.000000
0.083469	0.008755	1.000000
0.085306	0.008162	1.000000
0.087143	0.007605	1.000000
0.088980	0.007078	1.000000
0.090816	0.006580	1.000000
0.092653	0.006097	1.000000
0.094490	0.005155	1.000000
0.096327	0.004818	1.000000
0.098163	0.004498	1.000000
0.100000	0.004196	1.000000
