fs	Tr(Gyr)	m(1e5M0)
0.010000	0.672666	1.116770
0.011837	0.602141	1.082357
0.013673	0.542351	1.114677
0.015510	0.488681	1.074317
0.017347	0.442943	1.100343
0.019184	0.402029	1.085643
0.021020	0.365607	1.076500
0.022857	0.333680	1.097454
0.024694	0.304910	1.073301
0.026531	0.279106	1.065982
0.028367	0.256339	1.082947
0.030204	0.235654	1.075699
0.032041	0.216323	1.049159
0.033878	0.199900	1.058206
0.035714	0.184770	1.070350
0.037551	0.170896	1.076101
0.039388	0.158213	1.061135
0.041224	0.146120	1.042464
0.043061	0.135886	1.048615
0.044898	0.126376	1.056410
0.046735	0.117564	1.065288
0.048571	0.109433	1.065885
0.050408	0.101935	1.055206
0.052245	0.094963	1.047297
0.054082	0.088219	1.036609
0.055918	0.082520	1.040718
0.057755	0.077183	1.045539
0.059592	0.072193	1.050936
0.061429	0.067543	1.056472
0.063265	0.063218	1.058954
0.065102	0.059198	1.051244
0.066939	0.055448	1.045534
0.068776	0.051930	1.041138
0.070612	0.048155	1.028190
0.072449	0.045264	1.030451
0.074286	0.042535	1.032957
0.076122	0.039959	1.035668
0.077959	0.037533	1.038545
0.079796	0.035254	1.041556
0.081633	0.033114	1.044587
0.083469	0.031109	1.047454
0.085306	0.029230	1.049043
0.087143	0.027467	1.044591
0.088980	0.025809	1.040867
0.090816	0.024248	1.037899
0.092653	0.022774	1.035516
0.094490	0.021375	1.033499
0.096327	0.020014	1.031073
0.098163	0.018381	1.022172
0.100000	0.017305	1.023401
