fs	Tr(Gyr)	m(1e5M0)
0.010000	0.161540	1.000000
0.011837	0.145715	1.000000
0.013673	0.132925	1.000000
0.015510	0.121188	1.000000
0.017347	0.109947	1.000000
0.019184	0.101070	1.000000
0.021020	0.092815	1.000000
0.022857	0.085228	1.000000
0.024694	0.077546	1.000000
0.026531	0.071846	1.000000
0.028367	0.066489	1.000000
0.030204	0.061478	1.000000
0.032041	0.056836	1.000000
0.033878	0.052563	1.000000
0.035714	0.048594	1.000000
0.037551	0.044617	1.000000
0.039388	0.041593	1.000000
0.041224	0.038733	1.000000
0.043061	0.036040	1.000000
0.044898	0.033516	1.000000
0.046735	0.031166	1.000000
0.048571	0.028989	1.000000
0.050408	0.026970	1.000000
0.052245	0.025093	1.000000
0.054082	0.023314	1.000000
0.055918	0.021215	1.000000
0.057755	0.019877	1.000000
0.059592	0.018604	1.000000
0.061429	0.017395	1.000000
0.063265	0.016250	1.000000
0.065102	0.015168	1.000000
0.066939	0.014150	1.000000
0.068776	0.013196	1.000000
0.070612	0.012302	1.000000
0.072449	0.011468	1.000000
0.074286	0.010691	1.000000
0.076122	0.009968	1.000000
0.077959	0.009291	1.000000
0.079796	0.008656	1.000000
0.081633	0.008063	1.000000
0.083469	0.007503	1.000000
0.085306	0.006975	1.000000
0.087143	0.006471	1.000000
0.088980	0.005966	1.000000
0.090816	0.005091	1.000000
0.092653	0.004755	1.000000
0.094490	0.004437	1.000000
0.096327	0.004135	1.000000
0.098163	0.003850	1.000000
0.100000	0.003583	1.000000
