fs	Tr(Gyr)	m(1e5M0)
0.010000	32.611200	1.000000
0.011837	20.422630	1.000000
0.013673	13.872500	1.000000
0.015510	9.990402	1.000000
0.017347	7.514548	1.000000
0.019184	5.841815	1.000000
0.021020	4.660666	1.000000
0.022857	3.796161	1.000000
0.024694	3.144620	1.000000
0.026531	2.641790	1.000000
0.028367	2.245757	1.000000
0.030204	1.928154	1.000000
0.032041	1.670411	1.000000
0.033878	1.457835	1.000000
0.035714	1.280751	1.000000
0.037551	1.132135	1.000000
0.039388	1.005854	1.000000
0.041224	0.897517	1.000000
0.043061	0.804939	1.000000
0.044898	0.724464	1.000000
0.046735	0.654259	1.000000
0.048571	0.592305	1.000000
0.050408	0.538529	1.000000
0.052245	0.490781	1.000000
0.054082	0.448304	1.000000
0.055918	0.410436	1.000000
0.057755	0.376026	1.000000
0.059592	0.345956	1.000000
0.061429	0.318756	1.000000
0.063265	0.294123	1.000000
0.065102	0.271807	1.000000
0.066939	0.251563	1.000000
0.068776	0.233120	1.000000
0.070612	0.215909	1.000000
0.072449	0.200766	1.000000
0.074286	0.186837	1.000000
0.076122	0.174025	1.000000
0.077959	0.162243	1.000000
0.079796	0.151400	1.000000
0.081633	0.141411	1.000000
0.083469	0.132181	1.000000
0.085306	0.123602	1.000000
0.087143	0.115295	1.000000
0.088980	0.108103	1.000000
0.090816	0.101395	1.000000
0.092653	0.095145	1.000000
0.094490	0.089319	1.000000
0.096327	0.083894	1.000000
0.098163	0.078838	1.000000
0.100000	0.074122	1.000000
