fs	Tr(Gyr)	m(1e5M0)
0.010000	0.296548	1.105516
0.011837	0.268157	1.094067
0.013673	0.243736	1.099398
0.015510	0.221314	1.072317
0.017347	0.202394	1.093370
0.019184	0.185141	1.083979
0.021020	0.169107	1.060909
0.022857	0.155639	1.075097
0.024694	0.143230	1.087860
0.026531	0.131884	1.068903
0.028367	0.121160	1.050757
0.030204	0.112221	1.059790
0.032041	0.103905	1.071120
0.033878	0.096226	1.074169
0.035714	0.089164	1.060555
0.037551	0.082055	1.038983
0.039388	0.076489	1.043869
0.041224	0.071260	1.049896
0.043061	0.066363	1.056933
0.044898	0.061801	1.064160
0.046735	0.057572	1.062233
0.048571	0.053657	1.053140
0.050408	0.050010	1.046439
0.052245	0.046101	1.031113
0.054082	0.043199	1.033968
0.055918	0.040454	1.037216
0.057755	0.037864	1.040858
0.059592	0.035425	1.044798
0.061429	0.033140	1.048880
0.063265	0.031002	1.052743
0.065102	0.029008	1.054021
0.066939	0.027148	1.048014
0.068776	0.025409	1.043247
0.070612	0.023775	1.039465
0.072449	0.022232	1.036388
0.074286	0.020223	1.022586
0.076122	0.019006	1.024021
0.077959	0.017850	1.025559
0.079796	0.016753	1.027173
0.081633	0.015713	1.028861
0.083469	0.014731	1.030619
0.085306	0.013803	1.032396
0.087143	0.012930	1.034176
0.088980	0.012110	1.035948
0.090816	0.011340	1.037671
0.092653	0.010618	1.039305
0.094490	0.009940	1.040739
0.096327	0.009305	1.040610
0.098163	0.008708	1.037797
0.100000	0.008148	1.035275
