fs	Tr(Gyr)	m(1e5M0)
0.010000	0.112537	1.101926
0.011837	0.102389	1.089757
0.013673	0.092644	1.066466
0.015510	0.084975	1.081504
0.017347	0.077866	1.087550
0.019184	0.071331	1.070618
0.021020	0.064941	1.052037
0.022857	0.060020	1.060720
0.024694	0.055403	1.071130
0.026531	0.051113	1.076197
0.028367	0.047157	1.062920
0.030204	0.043473	1.052761
0.032041	0.039754	1.039331
0.033878	0.036996	1.043916
0.035714	0.034387	1.049244
0.037551	0.031932	1.055147
0.039388	0.029636	1.060975
0.041224	0.027504	1.061829
0.043061	0.025527	1.053400
0.044898	0.023692	1.046844
0.046735	0.021972	1.041552
0.048571	0.019824	1.026259
0.050408	0.018551	1.028244
0.052245	0.017340	1.030426
0.054082	0.016189	1.032782
0.055918	0.015100	1.035302
0.057755	0.014070	1.037944
0.059592	0.013104	1.040651
0.061429	0.012197	1.043293
0.063265	0.011350	1.045744
0.065102	0.010559	1.047664
0.066939	0.009824	1.045444
0.068776	0.009139	1.041335
0.070612	0.008499	1.037852
0.072449	0.007900	1.034911
0.074286	0.007338	1.032425
0.076122	0.006808	1.030288
0.077959	0.006302	1.028351
0.079796	0.005797	1.026085
0.081633	0.004905	1.015660
0.083469	0.004575	1.016394
0.085306	0.004263	1.017142
0.087143	0.003969	1.017911
0.088980	0.003691	1.018672
0.090816	0.003430	1.019435
0.092653	0.003185	1.020183
0.094490	0.002958	1.020931
0.096327	0.002744	1.021649
0.098163	0.002547	1.022341
0.100000	0.002364	1.023013
