fs	Tr(Gyr)	m(1e5M0)
0.010000	245.080800	1.000000
0.011837	95.563370	1.000000
0.013673	46.974410	1.000000
0.015510	27.000790	1.000000
0.017347	17.281750	1.000000
0.019184	11.932270	1.000000
0.021020	8.703117	1.000000
0.022857	6.613255	1.000000
0.024694	5.185373	1.000000
0.026531	4.167191	1.000000
0.028367	3.415734	1.000000
0.030204	2.845586	1.000000
0.032041	2.402133	1.000000
0.033878	2.051685	1.000000
0.035714	1.769060	1.000000
0.037551	1.537810	1.000000
0.039388	1.347210	1.000000
0.041224	1.187554	1.000000
0.043061	1.052029	1.000000
0.044898	0.937828	1.000000
0.046735	0.839550	1.000000
0.048571	0.754529	1.000000
0.050408	0.680593	1.000000
0.052245	0.615735	1.000000
0.054082	0.559242	1.000000
0.055918	0.509238	1.000000
0.057755	0.464871	1.000000
0.059592	0.425374	1.000000
0.061429	0.389643	1.000000
0.063265	0.358295	1.000000
0.065102	0.329993	1.000000
0.066939	0.304407	1.000000
0.068776	0.281257	1.000000
0.070612	0.260269	1.000000
0.072449	0.241163	1.000000
0.074286	0.223340	1.000000
0.076122	0.207651	1.000000
0.077959	0.193237	1.000000
0.079796	0.179986	1.000000
0.081633	0.167805	1.000000
0.083469	0.156601	1.000000
0.085306	0.146282	1.000000
0.087143	0.136749	1.000000
0.088980	0.127913	1.000000
0.090816	0.119273	1.000000
0.092653	0.111848	1.000000
0.094490	0.104928	1.000000
0.096327	0.098477	1.000000
0.098163	0.092468	1.000000
0.100000	0.086870	1.000000
