fs	Tr(Gyr)	m(1e5M0)
0.010000	0.284544	1.000000
0.011837	0.257572	1.000000
0.013673	0.232683	1.000000
0.015510	0.212046	1.000000
0.017347	0.193253	1.000000
0.019184	0.175909	1.000000
0.021020	0.161395	1.000000
0.022857	0.148056	1.000000
0.024694	0.135895	1.000000
0.026531	0.124675	1.000000
0.028367	0.115160	1.000000
0.030204	0.106337	1.000000
0.032041	0.098225	1.000000
0.033878	0.090781	1.000000
0.035714	0.083633	1.000000
0.037551	0.077776	1.000000
0.039388	0.072288	1.000000
0.041224	0.067169	1.000000
0.043061	0.062423	1.000000
0.044898	0.058047	1.000000
0.046735	0.053996	1.000000
0.048571	0.049682	1.000000
0.050408	0.046497	1.000000
0.052245	0.043486	1.000000
0.054082	0.040642	1.000000
0.055918	0.037969	1.000000
0.057755	0.035463	1.000000
0.059592	0.033124	1.000000
0.061429	0.030946	1.000000
0.063265	0.028921	1.000000
0.065102	0.027033	1.000000
0.066939	0.025264	1.000000
0.068776	0.023586	1.000000
0.070612	0.021538	1.000000
0.072449	0.020230	1.000000
0.074286	0.018985	1.000000
0.076122	0.017802	1.000000
0.077959	0.016681	1.000000
0.079796	0.015624	1.000000
0.081633	0.014627	1.000000
0.083469	0.013688	1.000000
0.085306	0.012807	1.000000
0.087143	0.011983	1.000000
0.088980	0.011210	1.000000
0.090816	0.010486	1.000000
0.092653	0.009808	1.000000
0.094490	0.009173	1.000000
0.096327	0.008577	1.000000
0.098163	0.008016	1.000000
0.100000	0.007487	1.000000
