fs	Tr(Gyr)	m(1e5M0)
0.010000	0.030186	1.000000
0.011837	0.027536	1.000000
0.013673	0.025053	1.000000
0.015510	0.022756	1.000000
0.017347	0.020635	1.000000
0.019184	0.017993	1.000000
0.021020	0.016646	1.000000
0.022857	0.015359	1.000000
0.024694	0.014139	1.000000
0.026531	0.012988	1.000000
0.028367	0.011909	1.000000
0.030204	0.010908	1.000000
0.032041	0.009985	1.000000
0.033878	0.009133	1.000000
0.035714	0.008349	1.000000
0.037551	0.007619	1.000000
0.039388	0.006241	1.000000
0.041224	0.005816	1.000000
0.043061	0.005410	1.000000
0.044898	0.005021	1.000000
0.046735	0.004651	1.000000
0.048571	0.004298	1.000000
0.050408	0.003965	1.000000
0.052245	0.003649	1.000000
0.054082	0.003354	1.000000
0.055918	0.003076	1.000000
0.057755	0.002818	1.000000
0.059592	0.002580	1.000000
0.061429	0.002358	1.000000
0.063265	0.002155	1.000000
0.065102	0.001971	1.000000
0.066939	0.001801	1.000000
0.068776	0.001646	1.000000
0.070612	0.001505	1.000000
0.072449	0.001378	1.000000
0.074286	0.001260	1.000000
0.076122	0.001154	1.000000
0.077959	0.001058	1.000000
0.079796	0.000968	1.000000
0.081633	0.000888	1.000000
0.083469	0.000812	1.000000
0.085306	0.000744	1.000000
0.087143	0.000679	1.000000
0.088980	0.000620	1.000000
0.090816	0.000562	1.000000
0.092653	0.000508	1.000000
0.094490	0.000452	1.000000
0.096327	0.000389	1.000000
0.098163	-1.000000	-1.000000
0.100000	-1.000000	-1.000000
