fs	Tr(Gyr)	m(1e5M0)
0.010000	0.246055	1.000000
0.011837	0.221716	1.000000
0.013673	0.201794	1.000000
0.015510	0.183642	1.000000
0.017347	0.166911	1.000000
0.019184	0.152945	1.000000
0.021020	0.140120	1.000000
0.022857	0.128362	1.000000
0.024694	0.117804	1.000000
0.026531	0.108673	1.000000
0.028367	0.100223	1.000000
0.030204	0.092475	1.000000
0.032041	0.084709	1.000000
0.033878	0.078735	1.000000
0.035714	0.073126	1.000000
0.037551	0.067878	1.000000
0.039388	0.063001	1.000000
0.041224	0.058498	1.000000
0.043061	0.054344	1.000000
0.044898	0.049821	1.000000
0.046735	0.046603	1.000000
0.048571	0.043557	1.000000
0.050408	0.040680	1.000000
0.052245	0.037970	1.000000
0.054082	0.035430	1.000000
0.055918	0.033058	1.000000
0.057755	0.030853	1.000000
0.059592	0.028803	1.000000
0.061429	0.026894	1.000000
0.063265	0.025108	1.000000
0.065102	0.023411	1.000000
0.066939	0.021379	1.000000
0.068776	0.020067	1.000000
0.070612	0.018818	1.000000
0.072449	0.017633	1.000000
0.074286	0.016511	1.000000
0.076122	0.015451	1.000000
0.077959	0.014453	1.000000
0.079796	0.013515	1.000000
0.081633	0.012634	1.000000
0.083469	0.011812	1.000000
0.085306	0.011040	1.000000
0.087143	0.010320	1.000000
0.088980	0.009645	1.000000
0.090816	0.009012	1.000000
0.092653	0.008419	1.000000
0.094490	0.007860	1.000000
0.096327	0.007333	1.000000
0.098163	0.006836	1.000000
0.100000	0.006365	1.000000
