fs	Tr(Gyr)	m(1e5M0)
0.010000	0.167817	1.104155
0.011837	0.152548	1.093541
0.013673	0.138403	1.074789
0.015510	0.126662	1.094267
0.017347	0.115891	1.082131
0.019184	0.105554	1.057270
0.021020	0.097304	1.068832
0.022857	0.089623	1.082739
0.024694	0.082548	1.073667
0.026531	0.076006	1.059688
0.028367	0.069842	1.048324
0.030204	0.064796	1.055790
0.032041	0.060066	1.064652
0.033878	0.055665	1.072519
0.035714	0.051602	1.062254
0.037551	0.047843	1.052852
0.039388	0.043776	1.034021
0.041224	0.040891	1.037518
0.043061	0.038159	1.041577
0.044898	0.035581	1.046211
0.046735	0.033155	1.051242
0.048571	0.030887	1.056249
0.050408	0.028775	1.059698
0.052245	0.026814	1.052529
0.054082	0.024987	1.046428
0.055918	0.023280	1.041642
0.057755	0.021656	1.037442
0.059592	0.019692	1.025083
0.061429	0.018460	1.026855
0.063265	0.017288	1.028766
0.065102	0.016175	1.030808
0.066939	0.015123	1.032949
0.068776	0.014129	1.035182
0.070612	0.013194	1.037445
0.072449	0.012318	1.039701
0.074286	0.011496	1.041859
0.076122	0.010729	1.043783
0.077959	0.010011	1.045064
0.079796	0.009340	1.041577
0.081633	0.008714	1.038278
0.083469	0.008126	1.035471
0.085306	0.007573	1.033070
0.087143	0.007052	1.031033
0.088980	0.006561	1.029276
0.090816	0.006096	1.027712
0.092653	0.005646	1.026171
0.094490	0.004726	1.014818
0.096327	0.004416	1.015471
0.098163	0.004122	1.016135
0.100000	0.003842	1.016784
