fs	Tr(Gyr)	m(1e5M0)
0.010000	0.073612	1.000000
0.011837	0.066767	1.000000
0.013673	0.060097	1.000000
0.015510	0.055101	1.000000
0.017347	0.050432	1.000000
0.019184	0.046127	1.000000
0.021020	0.042128	1.000000
0.022857	0.038238	1.000000
0.024694	0.035370	1.000000
0.026531	0.032662	1.000000
0.028367	0.030122	1.000000
0.030204	0.027763	1.000000
0.032041	0.025587	1.000000
0.033878	0.023579	1.000000
0.035714	0.021007	1.000000
0.037551	0.019609	1.000000
0.039388	0.018277	1.000000
0.041224	0.017007	1.000000
0.043061	0.015801	1.000000
0.044898	0.014663	1.000000
0.046735	0.013593	1.000000
0.048571	0.012590	1.000000
0.050408	0.011657	1.000000
0.052245	0.010793	1.000000
0.054082	0.009992	1.000000
0.055918	0.009250	1.000000
0.057755	0.008559	1.000000
0.059592	0.007914	1.000000
0.061429	0.007306	1.000000
0.063265	0.006703	1.000000
0.065102	0.005703	1.000000
0.066939	0.005320	1.000000
0.068776	0.004956	1.000000
0.070612	0.004611	1.000000
0.072449	0.004281	1.000000
0.074286	0.003971	1.000000
0.076122	0.003678	1.000000
0.077959	0.003403	1.000000
0.079796	0.003146	1.000000
0.081633	0.002906	1.000000
0.083469	0.002684	1.000000
0.085306	0.002476	1.000000
0.087143	0.002286	1.000000
0.088980	0.002110	1.000000
0.090816	0.001948	1.000000
0.092653	0.001801	1.000000
0.094490	0.001664	1.000000
0.096327	0.001540	1.000000
0.098163	0.001425	1.000000
0.100000	0.001321	1.000000
