fs	Tr(Gyr)	m(1e5M0)
0.010000	4.085692	1.107514
0.011837	3.406408	1.112601
0.013673	2.874143	1.120993
0.015510	2.450072	1.103231
0.017347	2.107683	1.095744
0.019184	1.827485	1.106729
0.021020	1.594832	1.071027
0.022857	1.401763	1.097674
0.024694	1.238298	1.082222
0.026531	1.099357	1.079693
0.028367	0.980604	1.090602
0.030204	0.877611	1.060175
0.032041	0.789327	1.076898
0.033878	0.712024	1.083356
0.035714	0.643591	1.052054
0.037551	0.584500	1.063426
0.039388	0.531967	1.079322
0.041224	0.485241	1.069671
0.043061	0.443076	1.046964
0.044898	0.406307	1.055491
0.046735	0.373140	1.067016
0.048571	0.343228	1.072697
0.050408	0.316231	1.058632
0.052245	0.291343	1.041739
0.054082	0.269533	1.047899
0.055918	0.249592	1.055724
0.057755	0.231373	1.064574
0.059592	0.214734	1.062211
0.061429	0.199515	1.052653
0.063265	0.184974	1.034852
0.065102	0.172443	1.038799
0.066939	0.160845	1.043512
0.068776	0.150114	1.049001
0.070612	0.140193	1.054973
0.072449	0.131028	1.060059
0.074286	0.122555	1.052192
0.076122	0.114700	1.046295
0.077959	0.107376	1.041808
0.079796	0.100182	1.031205
0.081633	0.094040	1.034022
0.083469	0.088294	1.037162
0.085306	0.082922	1.040568
0.087143	0.077905	1.044168
0.088980	0.073220	1.047834
0.090816	0.068844	1.051145
0.092653	0.064755	1.047756
0.094490	0.060926	1.043381
0.096327	0.057333	1.040056
0.098163	0.053951	1.037487
0.100000	0.050737	1.034908
