time	z	x	y	z	vx	vy	vz	mass
1.000000e-05	1.974988e+01	3.480791e-04	3.480791e-04	4.922581e-04	3.383190e+01	3.383190e+01	4.784553e+01	1.000205e+00
2.000000e-05	1.974923e+01	6.798805e-04	6.798805e-04	9.614963e-04	3.263200e+01	3.263200e+01	4.614861e+01	1.000409e+00
3.000000e-05	1.974858e+01	1.002077e-03	1.002077e-03	1.417151e-03	3.185175e+01	3.185175e+01	4.504517e+01	1.000614e+00
4.000000e-05	1.974793e+01	1.317581e-03	1.317581e-03	1.863341e-03	3.127372e+01	3.127372e+01	4.422772e+01	1.000819e+00
5.000000e-05	1.974728e+01	1.627946e-03	1.627946e-03	2.302264e-03	3.081486e+01	3.081486e+01	4.357879e+01	1.001023e+00
6.000000e-05	1.974663e+01	1.934139e-03	1.934139e-03	2.735286e-03	3.043451e+01	3.043451e+01	4.304089e+01	1.001226e+00
7.000000e-05	1.974598e+01	2.236826e-03	2.236826e-03	3.163350e-03	3.011081e+01	3.011081e+01	4.258311e+01	1.001387e+00
8.000000e-05	1.974533e+01	2.536497e-03	2.536497e-03	3.587148e-03	2.982939e+01	2.982939e+01	4.218512e+01	1.001507e+00
9.000000e-05	1.974467e+01	2.833522e-03	2.833522e-03	4.007205e-03	2.958030e+01	2.958030e+01	4.183287e+01	1.001599e+00
1.000000e-04	1.974402e+01	3.128188e-03	3.128188e-03	4.423926e-03	2.935667e+01	2.935667e+01	4.151660e+01	1.001672e+00
1.100000e-04	1.974337e+01	3.420724e-03	3.420724e-03	4.837634e-03	2.915354e+01	2.915354e+01	4.122933e+01	1.001731e+00
1.200000e-04	1.974272e+01	3.711315e-03	3.711315e-03	5.248592e-03	2.896724e+01	2.896724e+01	4.096587e+01	1.001779e+00
1.300000e-04	1.974207e+01	4.000115e-03	4.000115e-03	5.657018e-03	2.879499e+01	2.879499e+01	4.072227e+01	1.001820e+00
1.400000e-04	1.974142e+01	4.287254e-03	4.287254e-03	6.063093e-03	2.863461e+01	2.863461e+01	4.049545e+01	1.001855e+00
1.500000e-04	1.974077e+01	4.572842e-03	4.572842e-03	6.466975e-03	2.848438e+01	2.848438e+01	4.028300e+01	1.001885e+00
1.600000e-04	1.974012e+01	4.856971e-03	4.856971e-03	6.868795e-03	2.834293e+01	2.834293e+01	4.008296e+01	1.001912e+00
1.700000e-04	1.973947e+01	5.139726e-03	5.139726e-03	7.268670e-03	2.820914e+01	2.820914e+01	3.989375e+01	1.001935e+00
1.800000e-04	1.973882e+01	5.421177e-03	5.421177e-03	7.666702e-03	2.808207e+01	2.808207e+01	3.971405e+01	1.001955e+00
