time	z	x	y	z	vx	vy	vz	mass
1.000000e-05	1.974988e+01	3.306257e-04	3.306257e-04	4.675754e-04	3.037281e+01	3.037281e+01	4.295363e+01	1.000205e+00
2.000000e-05	1.974923e+01	6.137470e-04	6.137470e-04	8.679693e-04	2.649582e+01	2.649582e+01	3.747075e+01	1.000409e+00
3.000000e-05	1.974858e+01	8.640887e-04	8.640887e-04	1.222006e-03	2.369892e+01	2.369892e+01	3.351534e+01	1.000614e+00
4.000000e-05	1.974793e+01	1.089709e-03	1.089709e-03	1.541082e-03	2.150169e+01	2.150169e+01	3.040798e+01	1.000819e+00
5.000000e-05	1.974728e+01	1.295389e-03	1.295389e-03	1.831957e-03	1.968562e+01	1.968562e+01	2.783967e+01	1.001023e+00
6.000000e-05	1.974663e+01	1.484301e-03	1.484301e-03	2.099118e-03	1.813332e+01	1.813332e+01	2.564439e+01	1.001228e+00
7.000000e-05	1.974598e+01	1.658700e-03	1.658700e-03	2.345757e-03	1.677418e+01	1.677418e+01	2.372228e+01	1.001433e+00
8.000000e-05	1.974533e+01	1.820276e-03	1.820276e-03	2.574259e-03	1.556233e+01	1.556233e+01	2.200846e+01	1.001638e+00
9.000000e-05	1.974467e+01	1.970334e-03	1.970334e-03	2.786473e-03	1.446626e+01	1.446626e+01	2.045839e+01	1.001843e+00
1.000000e-04	1.974402e+01	2.109913e-03	2.109913e-03	2.983867e-03	1.346338e+01	1.346338e+01	1.904010e+01	1.002048e+00
1.100000e-04	1.974337e+01	2.239857e-03	2.239857e-03	3.167636e-03	1.253693e+01	1.253693e+01	1.772990e+01	1.002253e+00
1.200000e-04	1.974272e+01	2.360863e-03	2.360863e-03	3.338764e-03	1.167371e+01	1.167371e+01	1.650912e+01	1.002458e+00
1.300000e-04	1.974207e+01	2.473511e-03	2.473511e-03	3.498072e-03	1.086403e+01	1.086403e+01	1.536405e+01	1.002663e+00
1.400000e-04	1.974142e+01	2.578296e-03	2.578296e-03	3.646262e-03	1.010006e+01	1.010006e+01	1.428365e+01	1.002868e+00
1.500000e-04	1.974077e+01	2.675644e-03	2.675644e-03	3.783932e-03	9.375423e+00	9.375423e+00	1.325885e+01	1.003073e+00
1.600000e-04	1.974012e+01	2.765919e-03	2.765919e-03	3.911600e-03	8.684851e+00	8.684851e+00	1.228223e+01	1.003278e+00
1.700000e-04	1.973947e+01	2.849440e-03	2.849440e-03	4.029717e-03	8.023984e+00	8.023984e+00	1.134763e+01	1.003483e+00
1.800000e-04	1.973882e+01	2.926486e-03	2.926486e-03	4.138676e-03	7.389152e+00	7.389152e+00	1.044984e+01	1.003689e+00
1.900000e-04	1.973817e+01	2.997300e-03	2.997300e-03	4.238822e-03	6.777239e+00	6.777239e+00	9.584464e+00	1.003894e+00
2.000000e-04	1.973752e+01	3.062098e-03	3.062098e-03	4.330461e-03	6.185576e+00	6.185576e+00	8.747726e+00	1.004099e+00
2.100000e-04	1.973687e+01	3.121071e-03	3.121071e-03	4.413862e-03	5.611857e+00	5.611857e+00	7.936364e+00	1.004305e+00
2.200000e-04	1.973622e+01	3.174389e-03	3.174389e-03	4.489264e-03	5.054080e+00	5.054080e+00	7.147548e+00	1.004510e+00
2.300000e-04	1.973557e+01	3.222201e-03	3.222201e-03	4.556880e-03	4.510503e+00	4.510503e+00	6.378814e+00	1.004716e+00
2.400000e-04	1.973492e+01	3.264641e-03	3.264641e-03	4.616900e-03	3.979615e+00	3.979615e+00	5.628025e+00	1.004921e+00
2.500000e-04	1.973427e+01	3.301831e-03	3.301831e-03	4.669494e-03	3.460125e+00	3.460125e+00	4.893356e+00	1.005127e+00
2.600000e-04	1.973362e+01	3.333878e-03	3.333878e-03	4.714816e-03	2.950986e+00	2.950986e+00	4.173324e+00	1.005332e+00
2.700000e-04	1.973297e+01	3.360883e-03	3.360883e-03	4.753006e-03	2.451466e+00	2.451466e+00	3.466896e+00	1.005538e+00
2.800000e-04	1.973232e+01	3.382939e-03	3.382939e-03	4.784199e-03	1.961382e+00	1.961382e+00	2.773812e+00	1.005744e+00
2.900000e-04	1.973167e+01	3.400145e-03	3.400145e-03	4.808532e-03	1.481772e+00	1.481772e+00	2.095542e+00	1.005949e+00
3.000000e-04	1.973102e+01	3.412624e-03	3.412624e-03	4.826180e-03	1.017332e+00	1.017332e+00	1.438725e+00	1.006155e+00
3.100000e-04	1.973037e+01	3.420604e-03	3.420604e-03	4.837465e-03	5.884206e-01	5.884206e-01	8.321524e-01	1.006361e+00
3.200000e-04	1.972972e+01	3.424842e-03	3.424842e-03	4.843458e-03	3.019572e-01	3.019572e-01	4.270320e-01	1.006567e+00
3.300000e-04	1.972907e+01	3.427562e-03	3.427562e-03	4.847305e-03	2.622125e-01	2.622125e-01	3.708244e-01	1.006773e+00
3.400000e-04	1.972842e+01	3.430179e-03	3.430179e-03	4.851006e-03	2.615637e-01	2.615637e-01	3.699069e-01	1.006979e+00
3.500000e-04	1.972777e+01	3.432795e-03	3.432795e-03	4.854705e-03	2.615133e-01	2.615133e-01	3.698357e-01	1.007185e+00
3.600000e-04	1.972712e+01	3.435410e-03	3.435410e-03	4.858403e-03	2.614695e-01	2.614695e-01	3.697738e-01	1.007391e+00
3.700000e-04	1.972647e+01	3.438024e-03	3.438024e-03	4.862100e-03	2.614259e-01	2.614259e-01	3.697120e-01	1.007597e+00
3.800000e-04	1.972582e+01	3.440638e-03	3.440638e-03	4.865797e-03	2.613823e-01	2.613823e-01	3.696504e-01	1.007803e+00
3.900000e-04	1.972518e+01	3.443252e-03	3.443252e-03	4.869493e-03	2.613388e-01	2.613388e-01	3.695889e-01	1.008009e+00
4.000000e-04	1.972453e+01	3.445865e-03	3.445865e-03	4.873189e-03	2.612955e-01	2.612955e-01	3.695276e-01	1.008215e+00
4.100000e-04	1.972388e+01	3.448478e-03	3.448478e-03	4.876884e-03	2.612523e-01	2.612522e-01	3.694662e-01	1.008422e+00
4.200000e-04	1.972323e+01	3.451090e-03	3.451090e-03	4.880578e-03	2.612094e-01	2.612094e-01	3.694046e-01	1.008628e+00
4.300000e-04	1.972258e+01	3.453702e-03	3.453702e-03	4.884272e-03	2.611683e-01	2.611679e-01	3.693411e-01	1.008834e+00
4.400000e-04	1.972193e+01	3.456313e-03	3.456313e-03	4.887965e-03	2.611356e-01	2.611336e-01	3.692667e-01	1.009041e+00
4.500000e-04	1.972128e+01	3.458925e-03	3.458925e-03	4.891657e-03	2.611466e-01	2.611365e-01	3.691355e-01	1.009247e+00
4.600000e-04	1.972063e+01	3.461537e-03	3.461537e-03	4.895347e-03	2.613853e-01	2.613324e-01	3.687066e-01	1.009453e+00
4.700000e-04	1.971998e+01	3.464156e-03	3.464154e-03	4.899027e-03	2.628069e-01	2.625313e-01	3.667220e-01	1.009660e+00
4.800000e-04	1.971933e+01	3.466812e-03	3.466803e-03	4.902656e-03	2.703051e-01	2.688698e-01	3.565297e-01	1.009866e+00
4.900000e-04	1.971868e+01	3.469654e-03	3.469609e-03	4.906019e-03	3.070406e-01	2.996105e-01	3.009677e-01	1.010073e+00
5.000000e-04	1.971803e+01	3.473249e-03	3.473022e-03	4.907856e-03	4.227960e-01	3.883348e-01	-2.010603e-02	1.010280e+00
5.100000e-04	1.971738e+01	3.477258e-03	3.476468e-03	4.903405e-03	2.894262e-01	2.157223e-01	-9.125007e-01	1.010486e+00
5.200000e-04	1.971674e+01	3.477984e-03	3.476393e-03	4.890079e-03	-1.587120e-01	-2.423043e-01	-1.723603e+00	1.010693e+00
5.300000e-04	1.971609e+01	3.474007e-03	3.471570e-03	4.869267e-03	-6.367730e-01	-7.220640e-01	-2.430148e+00	1.010900e+00
5.400000e-04	1.971544e+01	3.465253e-03	3.461962e-03	4.841578e-03	-1.113785e+00	-1.199072e+00	-3.104674e+00	1.011107e+00
5.500000e-04	1.971479e+01	3.451736e-03	3.447594e-03	4.807213e-03	-1.589655e+00	-1.674356e+00	-3.767136e+00	1.011313e+00
