time	z	x	y	z	vx	vy	vz	mass
1.000000e-05	1.974988e+01	3.035555e-04	3.035555e-04	4.292923e-04	2.470247e+01	2.470247e+01	3.493457e+01	1.000205e+00
2.000000e-05	1.974923e+01	4.990283e-04	4.990283e-04	7.057326e-04	1.457020e+01	1.457020e+01	2.060538e+01	1.000409e+00
3.000000e-05	1.974858e+01	5.992713e-04	5.992713e-04	8.474976e-04	5.846975e+00	5.846975e+00	8.268871e+00	1.000614e+00
4.000000e-05	1.974793e+01	6.265686e-04	6.265686e-04	8.861019e-04	3.674873e-01	3.674873e-01	5.197055e-01	1.000819e+00
5.000000e-05	1.974728e+01	6.310233e-04	6.310233e-04	8.924017e-04	3.590639e-01	3.590639e-01	5.077931e-01	1.001023e+00
6.000000e-05	1.974663e+01	6.354763e-04	6.354763e-04	8.986993e-04	3.576988e-01	3.576988e-01	5.058624e-01	1.001228e+00
7.000000e-05	1.974598e+01	6.399090e-04	6.399090e-04	9.049679e-04	3.563795e-01	3.563795e-01	5.039911e-01	1.001433e+00
8.000000e-05	1.974533e+01	6.443247e-04	6.443247e-04	9.112033e-04	3.569826e-01	3.569826e-01	4.994710e-01	1.001638e+00
9.000000e-05	1.974467e+01	6.495912e-04	6.495912e-04	9.127911e-04	3.373762e-01	3.373762e-01	-1.825890e+00	1.001843e+00
1.000000e-04	1.974402e+01	6.336377e-04	6.336377e-04	8.697284e-04	-3.274442e+00	-3.274442e+00	-6.195568e+00	1.002048e+00
1.100000e-04	1.974337e+01	5.887888e-04	5.887888e-04	7.950357e-04	-5.509530e+00	-5.509530e+00	-8.524538e+00	1.002253e+00
1.200000e-04	1.974272e+01	5.268124e-04	5.268124e-04	7.032013e-04	-6.729090e+00	-6.729090e+00	-9.656070e+00	1.002458e+00
1.300000e-04	1.974207e+01	4.573931e-04	4.573931e-04	6.057356e-04	-6.996278e+00	-6.996278e+00	-9.646239e+00	1.002663e+00
1.400000e-04	1.974142e+01	3.899841e-04	3.899841e-04	5.139792e-04	-6.350904e+00	-6.350904e+00	-8.547109e+00	1.002868e+00
1.500000e-04	1.974077e+01	3.322521e-04	3.322521e-04	4.368745e-04	-5.158259e+00	-5.158259e+00	-6.842620e+00	1.003073e+00
1.600000e-04	1.974012e+01	2.864648e-04	2.864648e-04	3.763705e-04	-4.056086e+00	-4.056086e+00	-5.343094e+00	1.003278e+00
1.700000e-04	1.973947e+01	2.497893e-04	2.497893e-04	3.281232e-04	-3.339089e+00	-3.339089e+00	-4.388540e+00	1.003483e+00
1.800000e-04	1.973882e+01	2.187658e-04	2.187658e-04	2.873616e-04	-2.896881e+00	-2.896881e+00	-3.805507e+00	1.003689e+00
1.900000e-04	1.973817e+01	1.914048e-04	1.914048e-04	2.514204e-04	-2.590999e+00	-2.590999e+00	-3.403442e+00	1.003894e+00
2.000000e-04	1.973752e+01	1.666972e-04	1.666972e-04	2.189656e-04	-2.360323e+00	-2.360323e+00	-3.100411e+00	1.004099e+00
2.100000e-04	1.973687e+01	1.440317e-04	1.440317e-04	1.891932e-04	-2.179686e+00	-2.179686e+00	-2.863132e+00	1.004305e+00
2.200000e-04	1.973622e+01	1.229836e-04	1.229836e-04	1.615454e-04	-2.034978e+00	-2.034978e+00	-2.673051e+00	1.004510e+00
2.300000e-04	1.973557e+01	1.032441e-04	1.032441e-04	1.356165e-04	-1.916649e+00	-1.916649e+00	-2.517619e+00	1.004716e+00
2.400000e-04	1.973492e+01	8.458561e-05	8.458561e-05	1.111076e-04	-1.817790e+00	-1.817790e+00	-2.387762e+00	1.004921e+00
2.500000e-04	1.973427e+01	6.684038e-05	6.684038e-05	8.779833e-05	-1.733275e+00	-1.733275e+00	-2.276747e+00	1.005127e+00
2.600000e-04	1.973362e+01	4.988498e-05	4.988498e-05	6.552654e-05	-1.659280e+00	-1.659280e+00	-2.179551e+00	1.005332e+00
2.700000e-04	1.973297e+01	3.362905e-05	3.362905e-05	4.417352e-05	-1.592989e+00	-1.592989e+00	-2.092475e+00	1.005538e+00
2.800000e-04	1.973232e+01	1.800620e-05	1.800620e-05	2.365208e-05	-1.532391e+00	-1.532391e+00	-2.012876e+00	1.005744e+00
2.900000e-04	1.973167e+01	2.966775e-06	2.966775e-06	3.897015e-06	-1.476123e+00	-1.476123e+00	-1.938965e+00	1.005949e+00
3.000000e-04	1.973102e+01	-1.152784e-05	-1.152784e-05	-1.514243e-05	-1.423322e+00	-1.423322e+00	-1.869608e+00	1.006155e+00
3.100000e-04	1.973037e+01	-2.550958e-05	-2.550958e-05	-3.350817e-05	-1.373487e+00	-1.373487e+00	-1.804147e+00	1.006361e+00
3.200000e-04	1.972972e+01	-3.900662e-05	-3.900662e-05	-5.123723e-05	-1.326352e+00	-1.326352e+00	-1.742233e+00	1.006567e+00
3.300000e-04	1.972907e+01	-5.204522e-05	-5.204522e-05	-6.836412e-05	-1.281785e+00	-1.281785e+00	-1.683692e+00	1.006773e+00
3.400000e-04	1.972842e+01	-6.465069e-05	-6.465069e-05	-8.492206e-05	-1.239714e+00	-1.239714e+00	-1.628430e+00	1.006979e+00
3.500000e-04	1.972777e+01	-7.684768e-05	-7.684768e-05	-1.009434e-04	-1.200081e+00	-1.200081e+00	-1.576369e+00	1.007185e+00
3.600000e-04	1.972712e+01	-8.866024e-05	-8.866024e-05	-1.164599e-04	-1.162816e+00	-1.162816e+00	-1.527420e+00	1.007391e+00
3.700000e-04	1.972647e+01	-1.001117e-04	-1.001117e-04	-1.315019e-04	-1.127836e+00	-1.127836e+00	-1.481472e+00	1.007597e+00
3.800000e-04	1.972582e+01	-1.112243e-04	-1.112243e-04	-1.460989e-04	-1.095037e+00	-1.095037e+00	-1.438386e+00	1.007803e+00
3.900000e-04	1.972518e+01	-1.220193e-04	-1.220193e-04	-1.602787e-04	-1.064319e+00	-1.064319e+00	-1.397986e+00	1.008009e+00
4.000000e-04	1.972453e+01	-1.325188e-04	-1.325188e-04	-1.740646e-04	-1.036258e+00	-1.036258e+00	-1.359038e+00	1.008215e+00
4.100000e-04	1.972388e+01	-1.428317e-04	-1.428317e-04	-1.873416e-04	-1.045890e+00	-1.045890e+00	-1.266019e+00	1.008422e+00
4.200000e-04	1.972323e+01	-1.551272e-04	-1.551272e-04	-1.910710e-04	-1.015236e+00	-1.015236e+00	2.188039e+00	1.008628e+00
4.300000e-04	1.972258e+01	-1.445074e-04	-1.445074e-04	-1.601023e-04	2.066573e+00	2.066573e+00	2.783442e+00	1.008834e+00
4.400000e-04	1.972193e+01	-1.231823e-04	-1.231823e-04	-1.349003e-04	2.120518e+00	2.120518e+00	2.359100e+00	1.009041e+00
4.500000e-04	1.972128e+01	-1.024908e-04	-1.024908e-04	-1.121208e-04	2.016450e+00	2.016450e+00	2.209081e+00	1.009247e+00
4.600000e-04	1.972063e+01	-8.282432e-05	-8.282432e-05	-9.059557e-05	1.919029e+00	1.919029e+00	2.099440e+00	1.009453e+00
4.700000e-04	1.971998e+01	-6.406840e-05	-6.406840e-05	-7.007850e-05	1.833990e+00	1.833990e+00	2.006088e+00	1.009660e+00
4.800000e-04	1.971933e+01	-4.611222e-05	-4.611222e-05	-5.043765e-05	1.758611e+00	1.758611e+00	1.923587e+00	1.009866e+00
4.900000e-04	1.971868e+01	-2.887234e-05	-2.887234e-05	-3.158056e-05	1.690375e+00	1.690375e+00	1.848939e+00	1.010073e+00
5.000000e-04	1.971803e+01	-1.228691e-05	-1.228691e-05	-1.343938e-05	1.627476e+00	1.627476e+00	1.780135e+00	1.010280e+00
5.100000e-04	1.971738e+01	3.690988e-06	3.690988e-06	4.037253e-06	1.568715e+00	1.568715e+00	1.715860e+00	1.010486e+00
5.200000e-04	1.971674e+01	1.909879e-05	1.909879e-05	2.089028e-05	1.513366e+00	1.513366e+00	1.655316e+00	1.010693e+00
5.300000e-04	1.971609e+01	3.396836e-05	3.396836e-05	3.715456e-05	1.461025e+00	1.461025e+00	1.598059e+00	1.010900e+00
5.400000e-04	1.971544e+01	4.832867e-05	4.832867e-05	5.286170e-05	1.411491e+00	1.411491e+00	1.543862e+00	1.011107e+00
5.500000e-04	1.971479e+01	6.220731e-05	6.220731e-05	6.804157e-05	1.364686e+00	1.364686e+00	1.492580e+00	1.011313e+00
5.600000e-04	1.971414e+01	7.563179e-05	7.563179e-05	8.272198e-05	1.320715e+00	1.320715e+00	1.443839e+00	1.011520e+00
5.700000e-04	1.971349e+01	8.863632e-05	8.863632e-05	9.691675e-05	1.281525e+00	1.281525e+00	1.393894e+00	1.011727e+00
5.800000e-04	1.971284e+01	1.013614e-04	1.013614e-04	1.104386e-04	1.278936e+00	1.278936e+00	1.281721e+00	1.011934e+00
5.900000e-04	1.971219e+01	1.154284e-04	1.154284e-04	1.186584e-04	1.591686e+00	1.591686e+00	-3.951109e-01	1.012141e+00
6.000000e-04	1.971155e+01	1.152628e-04	1.152628e-04	9.428865e-05	-1.707842e+00	-1.707842e+00	-2.602472e+00	1.012348e+00
6.100000e-04	1.971090e+01	9.516411e-05	9.516411e-05	7.365045e-05	-2.102308e+00	-2.102308e+00	-1.757544e+00	1.012555e+00
6.200000e-04	1.971025e+01	7.437392e-05	7.437392e-05	5.707716e-05	-2.045008e+00	-2.045008e+00	-1.588963e+00	1.012762e+00
6.300000e-04	1.970960e+01	5.432191e-05	5.432191e-05	4.160657e-05	-1.965519e+00	-1.965519e+00	-1.510095e+00	1.012970e+00
6.400000e-04	1.970895e+01	3.504858e-05	3.504858e-05	2.682163e-05	-1.890072e+00	-1.890072e+00	-1.448403e+00	1.013177e+00
6.500000e-04	1.970830e+01	1.650237e-05	1.650237e-05	1.261672e-05	-1.819993e+00	-1.819993e+00	-1.393385e+00	1.013384e+00
6.600000e-04	1.970765e+01	-1.366474e-06	-1.366474e-06	-1.059560e-06	-1.754457e+00	-1.754457e+00	-1.342429e+00	1.013591e+00
6.700000e-04	1.970701e+01	-1.859959e-05	-1.859959e-05	-1.424173e-05	-1.692761e+00	-1.692761e+00	-1.294428e+00	1.013799e+00
6.800000e-04	1.970636e+01	-3.523343e-05	-3.523343e-05	-2.695538e-05	-1.634585e+00	-1.634585e+00	-1.248575e+00	1.014006e+00
6.900000e-04	1.970571e+01	-5.130398e-05	-5.130398e-05	-3.921526e-05	-1.580256e+00	-1.580256e+00	-1.203182e+00	1.014214e+00
7.000000e-04	1.970506e+01	-6.686061e-05	-6.686061e-05	-5.099486e-05	-1.532935e+00	-1.532935e+00	-1.149445e+00	1.014421e+00
7.100000e-04	1.970441e+01	-8.205851e-05	-8.205851e-05	-6.197321e-05	-1.517954e+00	-1.517954e+00	-1.014897e+00	1.014629e+00
7.200000e-04	1.970376e+01	-9.780155e-05	-9.780155e-05	-6.866164e-05	-1.656655e+00	-1.656655e+00	7.976962e-02	1.014836e+00
7.300000e-04	1.970312e+01	-1.040640e-04	-1.040640e-04	-4.910581e-05	1.242546e+00	1.242546e+00	2.718567e+00	1.015044e+00
7.400000e-04	1.970247e+01	-8.462507e-05	-8.462507e-05	-3.123219e-05	2.193280e+00	2.193280e+00	1.161534e+00	1.015251e+00
7.500000e-04	1.970182e+01	-6.270232e-05	-6.270232e-05	-2.168754e-05	2.169770e+00	2.169770e+00	8.291067e-01	1.015459e+00
7.600000e-04	1.970117e+01	-4.136629e-05	-4.136629e-05	-1.392781e-05	2.096109e+00	2.096109e+00	7.366958e-01	1.015667e+00
7.700000e-04	1.970052e+01	-2.078159e-05	-2.078159e-05	-6.814518e-06	2.021301e+00	2.021301e+00	6.891947e-01	1.015875e+00
7.800000e-04	1.969988e+01	-9.279215e-07	-9.279215e-07	-1.074731e-07	1.950094e+00	1.950094e+00	6.531295e-01	1.016082e+00
7.900000e-04	1.969923e+01	1.823404e-05	1.823404e-05	6.255971e-06	1.882999e+00	1.882999e+00	6.194649e-01	1.016290e+00
8.000000e-04	1.969858e+01	3.674757e-05	3.674757e-05	1.226650e-05	1.820596e+00	1.820596e+00	5.808802e-01	1.016498e+00
8.100000e-04	1.969793e+01	5.467065e-05	5.467065e-05	1.778951e-05	1.765837e+00	1.765837e+00	5.150874e-01	1.016706e+00
8.200000e-04	1.969728e+01	7.212955e-05	7.212955e-05	2.211500e-05	1.731079e+00	1.731079e+00	2.982358e-01	1.016914e+00
8.300000e-04	1.969664e+01	8.913395e-05	8.913395e-05	2.054708e-05	1.576110e+00	1.576110e+00	-9.955125e-01	1.017122e+00
