RETURN_TIME RETURN_MASS
5.726540000000000102e-02 1.078028999999999904e+00
3.450615000000000210e-01 1.096039999999999903e+00
3.682486000000000093e-02 1.067258000000000040e+00
2.127365999999999979e-01 1.095415999999999945e+00
2.063407999999999909e-01 1.077469000000000010e+00
1.227755999999999986e-01 1.091682999999999959e+00
1.644444000000000114e-02 1.067998000000000003e+00
1.771572999999999898e-01 1.083269000000000037e+00
1.429515999999999946e-02 1.065442000000000000e+00
1.270437999999999949e-02 1.062448000000000059e+00
1.803366000000000136e-01 1.103445999999999927e+00
9.567259000000000180e-02 1.086573000000000011e+00
6.863962000000000119e-01 1.077293000000000056e+00
2.633090000000000083e-02 1.050605999999999929e+00
4.314914000000000249e-02 1.074875000000000025e+00
2.376453000000000038e-01 1.100166999999999895e+00
1.051323000000000014e-02 1.013376999999999972e+00
5.280457999999999680e-02 1.086354999999999960e+00
3.297959999999999781e-02 1.065671000000000035e+00
2.102593000000000170e-02 1.036078000000000054e+00
4.003368999999999955e-01 1.072951999999999906e+00
4.537647999999999682e-02 1.078367999999999993e+00
1.963457999999999870e-01 1.103272000000000030e+00
4.295045000000000113e-02 1.072913000000000006e+00
9.745528999999999997e-02 1.085118999999999945e+00
4.752143999999999813e-01 1.100000000000000089e+00
2.351938000000000084e-01 1.093857999999999997e+00
1.851963000000000026e+00 1.105150999999999994e+00
1.761023999999999923e+00 1.108254000000000072e+00
3.752619000000000093e-02 1.050454999999999917e+00
2.302281000000000119e-02 1.041835000000000067e+00
1.583367000000000108e-02 1.047589000000000103e+00
7.829473999999999601e-01 1.103790999999999967e+00
3.411812000000000178e-01 1.081798000000000037e+00
1.572870000000000171e-02 1.050478999999999941e+00
9.658471999999999891e-02 1.089806000000000052e+00
2.527953000000000006e-01 1.096302000000000110e+00
8.887850000000000472e-01 1.086575999999999986e+00
1.805719999999999992e+00 1.095178999999999903e+00
4.954980999999999969e-02 1.088349999999999929e+00
1.633325999999999875e-02 1.048718999999999957e+00
2.867752000000000079e-01 1.078923999999999994e+00
1.138431000000000026e-01 1.077388000000000012e+00
3.213138999999999856e-01 1.105626999999999915e+00
1.123701000000000005e-01 1.083906999999999954e+00
4.343348000000000209e-01 1.098085999999999895e+00
1.803135000000000154e-02 1.056708999999999898e+00
2.111847000000000030e-02 1.039012999999999964e+00
1.200968000000000035e-01 1.089760999999999980e+00
5.039418999999999843e-02 1.085194999999999910e+00
2.925103999999999899e-02 1.039587000000000039e+00
7.833603000000000094e-02 1.047882999999999898e+00
1.374884000000000106e-01 1.096462999999999965e+00
9.679300000000000403e-02 1.086122000000000032e+00
2.238583000000000101e-01 1.081644000000000050e+00
1.129321999999999937e+00 1.107580999999999927e+00
2.951293000000000166e+00 1.124597000000000069e+00
5.556244999999999656e-01 1.106849999999999890e+00
3.071664000000000061e-01 1.064159999999999995e+00
3.209917000000000326e-02 1.069665000000000088e+00
6.445661999999999781e-01 1.102953000000000072e+00
2.347919000000000089e+00 1.091488000000000014e+00
3.083852000000000121e-02 1.065692000000000084e+00
1.431108000000000033e-02 1.059147000000000061e+00
8.213361000000000134e-01 1.076071999999999917e+00
1.763394999999999893e-02 1.067036000000000096e+00
1.673731999999999998e-02 1.046561999999999992e+00
9.230216999999999450e-01 1.113674000000000053e+00
1.615998999999999908e-02 1.047654000000000085e+00
3.327427000000000162e-02 1.072562999999999933e+00
2.491593000000000002e-01 1.099180000000000046e+00
1.916280999999999901e+00 1.075139000000000067e+00
7.124753999999999809e-01 1.112219000000000069e+00
1.464410000000000017e-02 1.061736999999999931e+00
1.335945000000000014e-02 1.062945000000000029e+00
1.376841000000000037e-01 1.072928000000000104e+00
1.228935000000000111e+00 1.081561999999999912e+00
9.912317999999999962e-01 1.061037000000000008e+00
2.523096999999999840e-02 1.072030000000000038e+00
3.390284999999999827e-02 1.074319999999999942e+00
1.475432999999999953e-02 1.049565999999999999e+00
2.083427999999999947e-01 1.080162000000000067e+00
9.305079000000000544e-01 1.109928000000000026e+00
3.322761999999999938e-02 1.073322000000000109e+00
3.753241999999999690e-02 1.065744999999999942e+00
6.206619000000000025e-02 1.055117000000000083e+00
4.283254000000000228e-02 1.047698000000000018e+00
7.561417999999999751e-01 1.070419999999999927e+00
3.667513000000000023e-01 1.087914999999999965e+00
1.746637000000000051e-01 1.088222000000000023e+00
2.697052000000000130e-02 1.062370999999999954e+00
6.026920000000000194e-02 1.066437999999999997e+00
2.542534999999999934e-02 1.047525000000000039e+00
2.600664999999999921e-02 1.052179999999999893e+00
1.072071999999999956e-02 1.052415000000000100e+00
1.337133000000000072e-01 1.065994000000000108e+00
1.486596999999999918e-02 1.062526999999999999e+00
1.944475999999999843e-02 1.066017999999999910e+00
1.017517000000000005e-01 1.044472999999999985e+00
1.200320000000000033e-02 1.067223999999999950e+00
1.583198000000000105e-01 1.068955000000000100e+00
1.492722999999999967e-02 1.065428999999999959e+00
1.832446999999999895e-02 1.056546999999999903e+00
1.290026000000000020e-02 1.063201999999999980e+00
1.799634999999999985e-01 1.070678000000000019e+00
2.745465000000000058e-02 1.082694999999999963e+00
3.422224000000000099e-02 1.076381000000000032e+00
5.704245000000000149e-02 1.083480999999999916e+00
1.094340000000000035e-01 1.083898999999999946e+00
3.553449999999999664e-02 1.061439999999999939e+00
9.964695000000000080e-01 1.112233999999999945e+00
1.823595999999999898e-02 1.053215999999999930e+00
1.820984000000000144e-02 1.057021999999999906e+00
6.388249000000000011e-02 1.083020000000000094e+00
4.460473999999999689e-02 1.055844999999999922e+00
1.725078999999999918e-01 1.083201000000000080e+00
1.709982999999999920e-01 1.082842000000000082e+00
3.320970000000000172e-02 1.073749999999999982e+00
2.422584000000000126e-01 1.093032000000000004e+00
4.744863000000000275e-01 1.060886999999999913e+00
3.958177999999999974e-01 1.088295999999999930e+00
5.968554999999999694e-02 1.082759999999999945e+00
3.644224000000000074e-02 1.076195000000000013e+00
4.420022000000000117e-01 1.106764999999999999e+00
7.989570999999999479e-02 1.097749000000000086e+00
2.072134999999999949e-01 1.058956000000000008e+00
2.460321000000000036e-01 1.068184000000000022e+00
9.492641999999999747e-02 1.086672000000000082e+00
1.169508999999999965e-01 1.068295999999999912e+00
1.879839000000000163e-02 1.071630000000000082e+00
2.185083999999999915e-01 1.073134000000000032e+00
1.168994000000000089e+00 1.116945000000000077e+00
7.476498999999999784e-01 1.100552999999999892e+00
3.384290999999999827e-01 1.068311000000000011e+00
3.214906000000000014e-02 1.065339999999999954e+00
1.867717000000000072e+00 1.093186999999999909e+00
7.025890000000000191e-01 1.103615999999999930e+00
2.224670999999999843e+00 1.104977000000000098e+00
4.198762999999999801e-02 1.059913000000000105e+00
1.744541000000000008e-01 1.066192999999999946e+00
2.566782000000000230e-01 1.090364000000000111e+00
4.074114999999999681e-02 1.084066999999999892e+00
2.126843999999999957e-02 1.075118999999999936e+00
3.168942000000000286e-02 1.075172999999999934e+00
4.401344999999999841e-01 1.085550999999999933e+00
1.033458000000000016e-01 1.046303999999999901e+00
3.169432999999999834e-01 1.108675000000000077e+00
3.431736999999999982e-02 1.067750999999999895e+00
1.212971000000000049e-01 1.063615999999999895e+00
4.949801000000000201e-02 1.089485999999999954e+00
2.203613000000000099e-02 1.068132000000000081e+00
6.732886999999999900e-02 1.045090999999999992e+00
7.304241000000000206e-02 1.060862999999999889e+00
4.315704000000000207e-01 1.105131000000000085e+00
7.422083999999999626e-02 1.075515999999999917e+00
2.035932000000000019e-01 1.097129999999999939e+00
3.113199999999999995e-02 1.072940000000000005e+00
4.699703999999999687e-02 1.073812999999999906e+00
1.584187999999999916e-02 1.068394000000000066e+00
7.638485999999999887e-02 1.066237000000000101e+00
1.859024999999999928e+00 1.106287000000000020e+00
2.493258999999999892e-01 1.076724999999999932e+00
1.649596000000000048e-02 1.068281999999999954e+00
2.303061000000000136e-01 1.092325999999999908e+00
3.736822000000000199e-01 1.061069999999999958e+00
1.001570999999999989e-01 1.078157999999999950e+00
1.613370000000000082e-01 1.093236000000000097e+00
4.252520000000000189e-01 1.105420999999999987e+00
3.006825000000000123e-02 1.072165000000000035e+00
2.194374000000000047e-01 1.094681000000000015e+00
2.534122000000000111e-02 1.079009000000000107e+00
4.291558000000000178e-02 1.077693000000000012e+00
4.299567000000000250e-01 1.085094000000000003e+00
4.479260999999999937e-01 1.088580000000000103e+00
3.106632999999999756e-01 1.073644000000000043e+00
9.332751000000000241e-02 1.066049999999999942e+00
4.492539000000000254e-02 1.092816000000000010e+00
2.278726999999999836e-02 1.055676999999999977e+00
1.469076999999999966e+00 1.095388999999999946e+00
2.129561000000000093e-01 1.095374999999999988e+00
3.278714999999999824e-01 1.087919000000000080e+00
9.690161000000000469e-01 1.085439000000000043e+00
3.082462000000000257e-01 1.077142000000000044e+00
1.520617999999999970e-02 1.064272000000000107e+00
1.174187000000000008e-01 1.074397999999999964e+00
8.920920000000000238e-02 1.086414999999999909e+00
3.212729999999999753e-02 1.073549000000000087e+00
6.066371000000000263e-02 1.079228999999999994e+00
2.315465000000000106e+00 1.091784000000000088e+00
1.166273999999999957e-02 1.021090000000000053e+00
3.506556000000000117e-01 1.066543000000000019e+00
5.218893999999999478e-01 1.056715000000000071e+00
3.542757000000000267e-01 1.104508000000000045e+00
2.752299999999999885e-02 1.080702000000000051e+00
2.020500000000000074e-01 1.082109999999999905e+00
5.591755000000000336e-02 1.084549999999999903e+00
1.835917000000000021e+00 1.097070999999999907e+00
3.712910999999999989e-02 1.077034000000000047e+00
1.637606000000000131e-02 1.045830000000000037e+00
2.449577000000000004e-02 1.047568000000000055e+00
7.804214999999999902e-01 1.107337000000000016e+00
5.119885999999999882e-02 1.054961000000000038e+00
2.723903999999999909e-02 1.083890000000000020e+00
1.206416000000000016e-01 1.105763999999999969e+00
8.807893999999999446e-02 1.089520000000000044e+00
6.166623999999999717e-02 1.069873000000000074e+00
4.151658999999999905e-02 1.082659000000000038e+00
7.673465999999999620e-02 1.090754999999999919e+00
4.653668999999999861e-02 1.092556000000000083e+00
1.785826999999999901e-02 1.056837000000000026e+00
1.126076999999999995e+00 1.102508999999999961e+00
2.020658999999999997e-02 1.074920000000000098e+00
3.812424999999999842e-01 1.091399000000000008e+00
2.935068000000000052e-02 1.067622999999999989e+00
8.668168000000000539e-01 1.089803999999999995e+00
2.104449999999999932e-01 1.072583999999999982e+00
1.283104999999999940e-01 1.102486999999999995e+00
3.064320999999999851e-01 1.102009999999999934e+00
1.326145999999999991e-01 1.098365999999999953e+00
6.688083999999999696e-02 1.079792000000000085e+00
8.243106999999999518e-01 1.107264999999999944e+00
1.273244000000000042e-01 1.098934999999999995e+00
2.736082000000000125e+00 1.115804999999999936e+00
7.251988999999999796e-01 1.094100000000000072e+00
3.263989999999999947e-01 1.103471000000000091e+00
8.886284999999999323e-02 1.090985000000000094e+00
3.229212000000000055e-02 1.069129999999999914e+00
5.772175000000000500e-01 1.089574000000000042e+00
2.412964000000000081e-02 1.065406000000000075e+00
2.729664999999999869e-02 1.058454000000000006e+00
1.154239999999999933e+00 1.110370999999999997e+00
1.410186999999999968e-01 1.066365000000000007e+00
1.341140999999999917e+00 1.100066999999999906e+00
3.550659999999999927e-02 1.073617000000000044e+00
5.709064000000000361e-01 1.105161000000000060e+00
1.390206000000000081e-02 1.062866000000000088e+00
2.577449999999999880e-02 1.068410000000000082e+00
1.448580999999999896e-01 1.094713999999999965e+00
2.987214999999999732e-01 1.084583999999999993e+00
3.653747999999999996e-01 1.081455999999999973e+00
1.336551000000000045e+00 1.080252999999999908e+00
4.382902999999999799e-02 1.056176000000000004e+00
4.304996999999999990e-02 1.069825999999999944e+00
3.552277999999999825e-01 1.057839999999999892e+00
8.704444000000000070e-01 1.098058999999999896e+00
6.856753999999999627e-02 1.076570999999999945e+00
1.038224999999999981e-01 1.079301999999999984e+00
6.701129999999999587e-02 1.077855000000000008e+00
2.111197999999999894e-02 1.065816000000000097e+00
2.335216999999999987e-01 1.093496000000000024e+00
2.364474000000000020e-01 1.103672999999999904e+00
2.344709000000000099e-01 1.053244000000000069e+00
6.606532000000000515e-01 1.096937999999999969e+00
1.459960999999999898e-01 1.091155000000000097e+00
2.362505000000000160e-02 1.042613999999999930e+00
2.185469999999999913e-01 1.099514000000000102e+00
5.286903999999999909e-02 1.052654999999999896e+00
1.381534000000000095e-01 1.093061000000000060e+00
9.356986000000000470e-02 1.088856000000000046e+00
1.468408999999999964e-01 1.091687999999999992e+00
4.684146000000000143e-01 1.086494000000000071e+00
6.992675000000000418e-01 1.069935999999999998e+00
6.695444999999999869e-02 1.078578000000000037e+00
3.207535999999999721e-02 1.074980000000000047e+00
1.889611999999999889e-02 1.058953000000000033e+00
1.271919999999999940e+00 1.118689000000000044e+00
1.893072000000000088e+00 1.086292999999999953e+00
1.493564999999999997e-02 1.051927999999999974e+00
1.471718999999999979e-02 1.065040999999999904e+00
1.312272999999999912e-01 1.055655000000000010e+00
1.793056999999999984e-02 1.056262000000000034e+00
1.749564000000000119e-01 1.083749999999999991e+00
4.258800000000000086e-02 1.085865999999999998e+00
3.388209999999999833e-02 1.071193000000000062e+00
1.382742999999999889e-01 1.076475000000000071e+00
1.267919999999999985e-02 1.055506999999999973e+00
4.224363999999999897e-01 1.102549000000000001e+00
1.402482999999999924e-01 1.101105999999999918e+00
2.533956999999999876e-02 1.070427000000000017e+00
8.539141999999999566e-01 1.119183999999999957e+00
1.270415000000000072e+00 1.089544999999999986e+00
1.661454000000000056e-02 1.043457999999999997e+00
6.070113000000000314e-01 1.084130000000000038e+00
1.428018000000000010e+00 1.113113000000000019e+00
2.115190999999999877e-01 1.103359999999999896e+00
1.077628999999999948e-01 1.084643000000000024e+00
2.140215000000000173e-02 1.051770000000000094e+00
3.130287999999999959e-01 1.098023999999999889e+00
6.749136999999999498e-02 1.073722000000000065e+00
3.488740000000000174e-01 1.096535000000000037e+00
5.246292999999999790e-02 1.078310000000000102e+00
2.463405000000000108e-02 1.050691999999999959e+00
2.372435000000000169e-02 1.082408999999999955e+00
1.722863999999999993e-02 1.059082999999999997e+00
7.518062000000000356e-02 1.072546999999999917e+00
1.162652999999999937e+00 1.110311000000000048e+00
2.609068999999999972e-01 1.115401000000000087e+00
4.278467999999999855e-02 1.052087999999999912e+00
1.880302999999999836e-02 1.060410000000000075e+00
3.105511999999999856e-02 1.068494000000000055e+00
2.458342000000000027e+00 1.100633999999999890e+00
3.107582000000000053e-02 1.075941000000000036e+00
6.607315999999999745e-01 1.106975000000000042e+00
4.184943999999999886e-01 1.070572999999999997e+00
1.875697999999999949e-02 1.042531000000000097e+00
2.289176999999999879e-02 1.075420000000000043e+00
3.083716000000000235e-01 1.102672000000000097e+00
1.808662000000000047e-01 1.086740000000000039e+00
1.333365999999999996e-01 1.091865000000000085e+00
1.563817000000000013e+00 1.096724000000000032e+00
1.280785999999999869e-01 1.071420000000000039e+00
1.597660999999999998e+00 1.101930999999999994e+00
3.350103999999999860e-01 1.084203000000000028e+00
1.425346000000000078e-02 1.068710999999999967e+00
2.054751000000000147e-02 1.048958000000000057e+00
3.931935999999999765e-01 1.117037999999999975e+00
3.220179000000000097e-02 1.069968000000000030e+00
4.264475999999999822e-01 1.100757999999999903e+00
2.450526000000000093e-01 1.092222000000000026e+00
2.905856000000000064e-02 1.068227000000000038e+00
1.467341000000000062e-01 1.096494000000000080e+00
4.323534999999999878e-02 1.058616999999999919e+00
8.223854000000000442e-01 1.089712000000000014e+00
2.821960999999999914e-02 1.081007999999999969e+00
6.192531999999999898e-02 1.063441999999999998e+00
3.660979000000000316e-02 1.079180000000000028e+00
3.557168000000000135e-02 1.059798999999999936e+00
7.906279999999999974e-01 1.113758999999999943e+00
3.915306000000000342e-02 1.065013999999999905e+00
5.693599999999999772e-01 1.078894000000000020e+00
2.256965999999999833e-02 1.063868999999999954e+00
5.780558999999999698e-02 1.070991999999999944e+00
2.107074999999999920e-01 1.072194000000000091e+00
7.435530999999999668e-01 1.111474000000000073e+00
9.466793999999999487e-01 1.106387000000000009e+00
2.159120999999999957e-02 1.061021999999999910e+00
1.313877999999999921e-02 1.066268999999999911e+00
6.261026999999999565e-02 1.077946000000000071e+00
2.735431999999999864e-01 1.094119999999999981e+00
5.436165999999999915e-02 1.079970000000000097e+00
7.751846000000000014e-01 1.108077999999999896e+00
3.112383000000000163e-02 1.075293000000000054e+00
2.911525999999999836e+00 1.113928000000000029e+00
1.294437000000000018e-02 1.064464999999999995e+00
6.119477000000000250e-02 1.078127999999999975e+00
2.816493000000000121e-02 1.079061999999999966e+00
1.127035999999999927e+00 1.090405999999999986e+00
3.683104000000000239e-02 1.070572000000000079e+00
2.136286000000000018e-01 1.101901999999999937e+00
5.380789999999999879e-02 1.086016000000000092e+00
2.044064999999999910e-01 1.060662999999999911e+00
4.027676000000000034e-01 1.087744000000000044e+00
1.397369000000000042e-02 1.057409000000000043e+00
2.665533999999999959e-01 1.042910999999999921e+00
2.711865999999999999e-01 1.108432000000000084e+00
4.127948000000000173e-01 1.098910000000000053e+00
7.594265000000000043e-02 1.054178999999999977e+00
9.165910000000000446e-01 1.104557999999999929e+00
1.958798999999999957e-02 1.063954000000000066e+00
7.767311999999999550e-01 1.101858000000000004e+00
6.606146999999999714e-02 1.074292999999999942e+00
6.407864000000000615e-02 1.062405000000000044e+00
1.448345000000000049e-01 1.092074999999999907e+00
2.924780999999999909e-02 1.077641000000000071e+00
3.109757999999999967e-02 1.070052999999999921e+00
7.653224000000000138e-02 1.100751999999999953e+00
5.907306999999999836e-02 1.067066000000000070e+00
6.640464000000000366e-01 1.110875000000000057e+00
6.374622000000000621e-02 1.076359000000000066e+00
1.718251000000000153e-02 1.059755999999999920e+00
4.601902000000000076e-02 1.058891000000000027e+00
1.621534000000000031e+00 1.108543000000000056e+00
1.696541000000000077e+00 1.106465999999999950e+00
8.072141999999999928e-01 1.080837999999999965e+00
2.039987000000000050e-02 1.065433999999999992e+00
4.018704000000000165e-01 1.103005999999999931e+00
2.905856999999999885e-02 1.080991000000000035e+00
1.832245000000000124e-01 1.107796000000000003e+00
3.437616000000000283e-02 1.070916999999999897e+00
6.561158000000000268e-02 1.074689999999999923e+00
3.871921999999999864e-02 1.063900999999999986e+00
3.019528000000000212e-01 1.081145999999999940e+00
2.159561000000000119e-02 1.071369000000000016e+00
1.403889000000000109e-01 1.093345999999999929e+00
3.302327000000000040e-02 1.054821000000000009e+00
2.534385999999999931e-02 1.047282000000000046e+00
3.234150000000000219e-02 1.077760999999999969e+00
1.534494000000000136e-01 1.092325999999999908e+00
4.849249999999999949e-01 1.081978000000000106e+00
3.380447999999999786e-02 1.068148000000000097e+00
5.677202999999999555e-01 1.121107000000000076e+00
7.109206999999999332e-02 1.091763000000000039e+00
8.816950000000000065e-01 1.107560000000000100e+00
2.784017000000000089e-02 1.079287000000000107e+00
5.126817999999999653e-02 1.090602000000000071e+00
6.505041000000000295e-01 1.092294000000000098e+00
1.850344999999999906e-01 1.089185000000000070e+00
6.320336000000000010e-02 1.075390999999999986e+00
5.999316999999999844e-02 1.084011999999999976e+00
2.992039000000000226e-01 1.061655000000000015e+00
1.916508000000000100e-02 1.068297999999999970e+00
1.593738000000000099e+00 1.108052000000000037e+00
2.669789000000000190e-01 1.095769999999999911e+00
1.285372000000000077e-02 1.063658999999999910e+00
1.990598000000000090e-01 1.034307000000000087e+00
1.732010000000000147e-02 1.053352000000000066e+00
5.837109000000000325e-01 1.118576000000000015e+00
1.457278999999999991e+00 1.098589999999999955e+00
1.487162000000000033e-02 1.056116000000000055e+00
5.797536999999999829e-02 1.049679999999999946e+00
1.630306999999999937e-02 1.058861999999999970e+00
1.432214000000000056e-02 1.053558999999999912e+00
7.726176000000000155e-01 1.107836999999999961e+00
1.010269000000000028e-01 1.054978999999999889e+00
1.579070999999999891e+00 1.101272999999999946e+00
1.710453000000000112e-01 1.106354999999999977e+00
2.301630000000000065e-01 1.065654000000000101e+00
2.031758999999999996e-02 1.068537000000000070e+00
2.019069000000000003e-01 1.104621000000000075e+00
