RETURN_TIME RETURN_MASS
1.126005000000000061e-02 1.040853000000000028e+00
2.032281000000000018e-02 1.062953000000000037e+00
4.962184000000000039e-02 1.085580999999999907e+00
9.228118999999999905e-02 1.084120999999999890e+00
2.026841000000000059e-01 1.080689999999999928e+00
2.086504000000000136e-02 1.065911999999999971e+00
7.496774000000000493e-01 1.120818000000000092e+00
2.520808000000000076e-02 1.054024000000000072e+00
1.303790999999999978e-02 1.068138999999999950e+00
4.133238000000000190e-01 1.091190000000000104e+00
2.620783999999999961e-02 1.084292999999999951e+00
1.254220000000000057e-01 1.095917000000000030e+00
1.125548999999999911e+00 1.110675999999999997e+00
5.358593999999999857e-02 1.062794000000000016e+00
3.655795000000000017e-01 1.104382999999999893e+00
9.923680000000000279e-01 1.109993000000000007e+00
4.459728999999999777e-02 1.077630000000000088e+00
2.721932000000000240e-01 1.078908999999999896e+00
2.223525000000000085e-01 1.083857000000000070e+00
4.079801999999999734e-02 1.054308000000000023e+00
8.585597000000000367e-02 1.095434000000000019e+00
1.092341000000000006e+00 1.104646999999999935e+00
6.607718999999999399e-02 1.061066000000000065e+00
3.341431999999999736e-01 1.082854999999999901e+00
2.502155000000000004e-02 1.076659000000000033e+00
1.290189999999999913e-02 1.065212999999999965e+00
2.175250999999999921e-02 1.033851000000000075e+00
2.243088000000000026e-02 1.059452999999999978e+00
1.951840999999999993e-02 1.050701000000000107e+00
4.308644999999999836e-02 1.057803999999999967e+00
7.382089000000000012e-02 1.065263999999999989e+00
1.186969999999999970e-01 1.080109999999999904e+00
4.281460000000000127e-02 1.089928999999999926e+00
6.005462000000000300e-02 1.079706000000000055e+00
4.674209999999999754e-01 1.079498999999999986e+00
8.135016999999999943e-02 1.092174999999999896e+00
2.459505000000000025e-02 1.086443000000000048e+00
1.506966000000000035e-02 1.053592000000000084e+00
7.048962999999999757e-02 1.050796000000000063e+00
1.815943999999999892e-02 1.036351999999999940e+00
3.563444000000000333e-02 1.064418000000000086e+00
2.163961000000000010e-02 1.060070000000000068e+00
1.705743000000000120e-01 1.082918999999999965e+00
1.272209000000000013e-02 1.058707000000000065e+00
1.741708000000000145e-02 1.055460000000000065e+00
1.710286000000000098e-02 1.055895000000000028e+00
5.965783999999999671e-02 1.081266999999999978e+00
7.161707000000000489e-01 1.105425000000000102e+00
4.338343000000000060e-02 1.060475999999999974e+00
3.630227999999999788e-01 1.116001000000000021e+00
1.880471999999999977e-01 1.078114000000000017e+00
5.292390000000000289e-02 1.087016999999999900e+00
1.900251999999999844e-02 1.042926000000000020e+00
1.634015000000000120e-02 1.059781000000000084e+00
5.753484999999999849e-02 1.083544000000000063e+00
4.250903999999999794e-01 1.107618999999999909e+00
9.750298000000000298e-02 1.068067000000000100e+00
1.783673000000000064e-01 1.084557999999999911e+00
3.042604999999999962e-02 1.077021000000000006e+00
1.953292000000000084e-01 1.107337999999999933e+00
4.387390000000000040e-02 1.086152999999999924e+00
5.840146000000000504e-01 1.093725999999999976e+00
1.116724000000000050e+00 1.082656000000000063e+00
6.057429999999999759e-02 1.084829999999999961e+00
3.137187000000000309e-02 1.075566999999999940e+00
8.069940000000000446e-02 1.069342000000000015e+00
2.873341000000000089e-02 1.078478000000000048e+00
5.238786000000000137e-02 1.082133999999999929e+00
1.071339999999999959e+00 1.120082999999999940e+00
1.309605999999999965e-02 1.056605999999999934e+00
1.068939000000000000e-01 1.042149999999999910e+00
1.048228999999999966e-01 1.091109000000000107e+00
4.130507999999999957e-01 1.100376999999999938e+00
1.427605000000000013e+00 1.061118000000000006e+00
7.630419999999999980e-01 1.112185999999999897e+00
1.722181000000000128e-01 1.091415999999999942e+00
6.709553999999999518e-02 1.072521999999999975e+00
1.363068000000000057e-01 1.094821999999999962e+00
1.479835999999999929e-01 1.093558999999999948e+00
2.330081000000000166e-02 1.074386000000000063e+00
1.221542999999999934e-02 1.047271999999999981e+00
2.283953999999999984e-01 1.096397999999999984e+00
4.346735000000000182e-02 1.058111999999999941e+00
3.497366000000000086e-01 1.092081000000000079e+00
1.234994000000000022e-02 1.066205000000000069e+00
1.472533000000000092e+00 1.078996999999999984e+00
1.283970000000000077e-02 1.063547999999999938e+00
1.272687999999999944e-02 1.062124000000000068e+00
2.803618000000000082e-02 1.080962999999999896e+00
3.150866000000000083e-02 1.077387000000000095e+00
4.172730000000000050e-01 1.070546999999999915e+00
1.131975000000000064e-01 1.084703999999999890e+00
2.164070999999999911e-01 1.094835999999999920e+00
2.880357000000000056e-01 1.090508000000000033e+00
2.545226999999999906e-02 1.057099999999999929e+00
1.223633000000000012e-02 1.067406000000000077e+00
1.867900999999999936e-02 1.038175999999999988e+00
2.596634000000000095e-02 1.084340000000000082e+00
6.222695999999999783e-02 1.076094000000000106e+00
2.799027999999999933e-02 1.079938999999999982e+00
2.446023999999999976e+00 1.112516000000000060e+00
4.773430000000000034e-02 1.092100000000000071e+00
2.068379000000000190e+00 1.089658999999999933e+00
5.312474999999999836e-02 1.077301999999999982e+00
2.885845999999999897e-02 1.055369999999999919e+00
6.849726999999999899e-01 1.089417999999999997e+00
1.100158999999999998e-01 1.088446999999999942e+00
7.854003999999999985e-01 1.101012000000000102e+00
1.289336000000000038e+00 1.057841999999999949e+00
1.269434999999999869e-01 1.057981000000000060e+00
4.963191000000000130e-02 1.091053999999999968e+00
3.037892999999999843e-02 1.077256999999999909e+00
3.579817000000000138e-01 1.104422000000000015e+00
3.933827000000000157e-02 1.058613000000000026e+00
3.520536000000000221e-01 1.063228000000000062e+00
8.235293000000000196e-01 1.099047000000000107e+00
5.135234999999999800e-02 1.090778999999999943e+00
3.834424000000000166e-01 1.064116999999999980e+00
1.784826999999999941e+00 1.065268000000000104e+00
1.353475999999999985e-02 1.057765000000000066e+00
2.612489000000000131e-02 1.065722999999999976e+00
1.110819000000000001e+00 1.117572000000000010e+00
1.266818999999999931e-02 1.061269000000000018e+00
2.181262000000000131e-02 1.073231000000000046e+00
5.553040000000000198e-01 1.095807999999999893e+00
2.170348999999999862e+00 1.107718999999999898e+00
5.991579999999999823e-02 1.081199000000000021e+00
2.492310000000000011e-02 1.040710999999999942e+00
2.455810999999999966e-01 1.080162000000000067e+00
2.248108000000000217e+00 1.104627000000000026e+00
2.412395999999999985e-02 1.050078999999999985e+00
1.999769999999999881e-01 1.084322999999999926e+00
1.178817999999999921e+00 1.114214000000000038e+00
1.232077000000000089e+00 1.104346000000000050e+00
5.063932000000000155e-02 1.087169999999999970e+00
2.462612999999999955e-02 1.075307000000000013e+00
4.767133999999999955e-02 1.055881000000000070e+00
1.995003999999999944e-01 1.076489000000000029e+00
2.364822000000000035e-01 1.099177000000000071e+00
5.723600999999999689e-02 1.052850000000000064e+00
1.177434000000000092e+00 1.109132000000000007e+00
3.265977999999999937e-01 1.081803000000000070e+00
2.318836000000000161e-02 1.068867999999999929e+00
1.294272999999999951e-01 1.089820000000000011e+00
1.775320999999999927e+00 1.105644999999999989e+00
1.697948999999999986e-02 1.042396000000000100e+00
1.881845999999999908e+00 1.119505999999999890e+00
2.151327000000000100e-02 1.053230000000000111e+00
5.567582000000000086e-02 1.083933000000000035e+00
4.178242000000000067e-02 1.083264000000000005e+00
2.151372000000000007e-01 1.097135999999999889e+00
1.038415000000000032e-01 1.088646000000000003e+00
5.854953999999999714e-02 1.081360000000000099e+00
1.624451000000000089e-01 1.088087000000000026e+00
1.208946000000000076e+00 1.083018999999999954e+00
2.605439000000000060e+00 1.124066000000000010e+00
1.642386000000000124e-01 1.082859999999999934e+00
1.333699000000000134e-01 1.070441999999999894e+00
2.675800999999999874e-02 1.082033999999999940e+00
2.989554000000000170e-02 1.071523999999999921e+00
1.844455999999999873e-01 1.083010000000000028e+00
1.406287999999999982e-01 1.054202000000000083e+00
8.313708999999999683e-02 1.059704999999999897e+00
4.698474999999999735e-01 1.087714000000000070e+00
1.233679000000000026e-02 1.066216999999999970e+00
2.803498999999999922e-02 1.075731999999999911e+00
6.954488000000000336e-02 1.072804000000000091e+00
1.943442999999999976e-01 1.072357999999999922e+00
1.841927000000000147e-02 1.060848000000000013e+00
1.183522999999999936e-01 1.063236999999999988e+00
1.926763000000000087e-02 1.069018999999999942e+00
4.714300999999999908e-02 1.090097000000000094e+00
1.739221000000000170e-02 1.042551000000000005e+00
6.914583000000000534e-02 1.057585999999999915e+00
1.301538999999999995e-02 1.059959000000000096e+00
1.973485999999999990e-02 1.061955999999999900e+00
2.652192000000000091e-02 1.062313999999999981e+00
3.858232000000000328e-02 1.047631999999999897e+00
2.045932000000000084e+00 1.080751999999999935e+00
9.437879000000000407e-02 1.087166999999999994e+00
1.568642000000000092e-01 1.087580999999999909e+00
1.433802999999999987e-02 1.058491000000000071e+00
2.644607999999999959e-01 1.099676000000000098e+00
1.738151000000000002e+00 1.118285999999999891e+00
2.180534000000000194e+00 1.107717999999999980e+00
2.109497999999999929e-01 1.102346000000000048e+00
1.301703000000000054e+00 1.105580000000000007e+00
4.066775000000000251e-01 1.104513999999999996e+00
4.242884000000000239e-02 1.087998000000000021e+00
8.805842999999999310e-02 1.088262999999999980e+00
1.250853000000000104e-01 1.096103999999999967e+00
2.680400999999999964e-02 1.067131999999999969e+00
1.625684000000000157e-02 1.048402000000000056e+00
1.629129000000000049e+00 1.094449000000000005e+00
4.788672000000000067e-02 1.091855000000000020e+00
9.911013999999999935e-02 1.074559999999999960e+00
5.604816999999999716e-01 1.076189999999999980e+00
3.533248999999999973e-01 1.106297000000000086e+00
9.375092999999999621e-02 1.087431999999999954e+00
2.769363000000000241e-01 1.037204000000000015e+00
1.252598000000000100e+00 1.116222000000000047e+00
1.294318999999999886e-01 1.062381999999999938e+00
9.491937000000000291e-02 1.086132000000000097e+00
1.576841999999999827e-02 1.055393999999999943e+00
4.036813999999999680e-02 1.070297000000000054e+00
1.313460999999999934e-01 1.078209999999999891e+00
5.243885999999999686e-02 1.067096000000000044e+00
2.654619999999999896e-02 1.080154999999999976e+00
2.354583000000000093e-01 1.097649000000000097e+00
8.656157999999999908e-02 1.086735999999999924e+00
1.306024000000000074e-02 1.062704000000000093e+00
3.581774000000000069e-02 1.066543000000000019e+00
2.102656000000000081e+00 1.096244999999999914e+00
3.787825000000000220e-02 1.080877000000000088e+00
4.983392999999999851e-02 1.090141999999999944e+00
1.293566999999999981e-02 1.064815000000000067e+00
1.976560000000000095e+00 1.083690999999999960e+00
1.605368000000000073e-01 1.049385999999999930e+00
1.957726999999999939e-01 1.081933999999999951e+00
5.163016000000000272e-01 1.122332000000000107e+00
6.880516000000000409e-02 1.067212000000000049e+00
5.563822999999999686e-02 1.076303999999999927e+00
4.964828000000000019e-01 1.073212000000000055e+00
2.523299999999999849e-02 1.085709999999999953e+00
6.193598000000000159e-01 1.086797000000000013e+00
3.110090000000000077e-02 1.073646000000000100e+00
4.836755999999999694e-02 1.088260999999999923e+00
1.212657999999999965e-02 1.065255000000000063e+00
4.358966000000000229e-01 1.105560000000000098e+00
1.441366999999999995e-02 1.059701000000000004e+00
4.394854000000000122e-02 1.080527000000000015e+00
1.271925999999999959e-02 1.068030999999999953e+00
5.964097000000000148e-02 1.066440999999999972e+00
3.890923000000000298e-02 1.062808999999999893e+00
7.169761999999999524e-01 1.069487999999999994e+00
1.872900999999999927e+00 1.117348000000000008e+00
1.774606999999999921e-02 1.059102999999999906e+00
3.180718999999999907e-02 1.078408999999999951e+00
3.251265999999999878e-02 1.045527000000000095e+00
2.348741999999999844e-02 1.087115999999999971e+00
1.680859000000000172e-02 1.067744000000000026e+00
6.709556999999999327e-02 1.072111999999999954e+00
2.614359000000000127e-02 1.079020000000000090e+00
6.042127000000000470e-01 1.091034000000000059e+00
7.543050000000000033e-01 1.099957000000000074e+00
5.464706999999999898e-02 1.085090000000000110e+00
8.261261999999999772e-02 1.097652000000000072e+00
6.448525000000000507e-01 1.084065000000000056e+00
7.249274999999999469e-01 1.107930999999999999e+00
1.615108999999999906e+00 1.108116000000000101e+00
4.595173000000000313e-02 1.076694999999999958e+00
2.235202000000000022e-02 1.069382000000000055e+00
1.498719000000000023e-01 1.099847999999999937e+00
7.770934999999999648e-02 1.096246999999999971e+00
1.910776000000000141e-02 1.064530999999999894e+00
3.831711000000000145e-02 1.072062000000000070e+00
1.057566999999999952e-01 1.074940000000000007e+00
3.417820999999999776e-01 1.098756000000000066e+00
1.257320999999999959e-02 1.068535000000000013e+00
3.621358000000000216e-02 1.068141999999999925e+00
1.453382999999999932e-02 1.064791000000000043e+00
2.112614000000000158e-02 1.070049000000000028e+00
5.426163999999999987e-02 1.083320000000000061e+00
5.414151999999999854e-02 1.085307000000000022e+00
2.437554000000000110e-02 1.051995000000000013e+00
1.313582999999999938e-02 1.070135999999999976e+00
1.339206000000000008e-01 1.092044000000000015e+00
3.031949000000000102e-02 1.078070000000000084e+00
5.545411999999999564e-01 1.078386000000000067e+00
7.660361999999999449e-01 1.072926999999999964e+00
4.031421999999999783e-02 1.063944000000000001e+00
2.094824999999999882e-01 1.100306999999999924e+00
6.245646000000000253e-01 1.106818999999999997e+00
6.047833999999999710e-01 1.092684999999999906e+00
8.214671000000000056e-01 1.092802000000000051e+00
3.288779000000000008e-02 1.073595999999999995e+00
2.244876000000000094e+00 1.127839000000000036e+00
1.202865000000000045e-01 1.087198000000000109e+00
2.912054000000000031e-01 1.096306999999999920e+00
4.386277999999999705e-02 1.058092000000000033e+00
7.037596000000000129e-02 1.063773000000000080e+00
4.137347000000000108e-01 1.103202000000000016e+00
3.588838999999999779e-01 1.104338999999999960e+00
2.900397999999999865e-02 1.074265000000000025e+00
1.768432000000000059e-01 1.093035999999999897e+00
1.286647999999999958e-01 1.089070999999999900e+00
1.247827999999999958e-02 1.064368999999999899e+00
2.324477000000000140e-02 1.034053000000000111e+00
1.152708000000000031e-02 1.061860999999999944e+00
1.171286000000000049e+00 1.090851999999999933e+00
1.469331000000000109e-01 1.094030999999999976e+00
8.054710999999999954e-01 1.061723999999999890e+00
1.652536000000000005e-01 1.082996000000000070e+00
2.472754999999999814e+00 1.079002999999999934e+00
5.087768000000000151e-02 1.086829999999999963e+00
3.310101999999999767e-01 1.058372000000000090e+00
1.178175000000000056e-01 1.082519000000000009e+00
1.013149000000000077e+00 1.117364000000000024e+00
2.750503999999999838e+00 1.101226999999999956e+00
2.706417999999999879e-01 1.083456999999999892e+00
1.579882999999999982e-01 1.060677000000000092e+00
3.609505999999999826e-02 1.068961999999999968e+00
2.023608999999999991e+00 1.115669999999999940e+00
8.969407999999999548e-02 1.067641000000000062e+00
3.866912000000000127e-02 1.069306000000000090e+00
3.490349999999999703e-02 1.076265999999999945e+00
2.205960999999999894e-01 1.103788999999999909e+00
3.992308999999999997e-01 1.104818999999999996e+00
2.030573999999999921e-02 1.061193999999999971e+00
1.141843000000000025e-01 1.079744999999999955e+00
3.578437999999999897e-01 1.088926000000000061e+00
1.173831000000000006e-02 1.069488999999999912e+00
2.269981000000000082e-01 1.060359999999999969e+00
4.699674000000000212e-02 1.092505000000000059e+00
2.243322000000000094e-01 1.102068999999999965e+00
1.067277999999999977e-01 1.063374000000000041e+00
2.561955000000000135e-02 1.076969000000000065e+00
3.324247999999999786e-02 1.074340999999999990e+00
1.851716000000000126e-02 1.043665999999999983e+00
7.904194999999999971e-02 1.100082000000000004e+00
1.655115000000000058e-01 1.060472000000000081e+00
6.484046000000000254e-02 1.045237999999999889e+00
6.876590000000000202e-01 1.092046000000000072e+00
2.371325000000000169e-02 1.065612999999999921e+00
1.300569000000000031e-02 1.059900999999999982e+00
4.994368000000000141e-01 1.054996000000000045e+00
2.625117000000000075e-02 1.060175000000000090e+00
6.337104999999999544e-01 1.090251000000000081e+00
1.461141999999999996e-02 1.053112000000000048e+00
1.584583999999999993e+00 1.085339000000000054e+00
1.902287000000000075e-02 1.052008000000000054e+00
1.600012000000000101e-01 1.088097000000000092e+00
1.977125000000000132e-01 1.098602999999999996e+00
5.327199999999999991e-02 1.051684000000000063e+00
4.046443999999999735e-02 1.057955999999999896e+00
1.581722000000000072e+00 1.128254000000000090e+00
7.097868999999999706e-02 1.075077999999999978e+00
1.031335000000000029e-01 1.053212000000000037e+00
2.874849999999999975e-02 1.070615000000000094e+00
6.868680000000000618e-02 1.079498999999999986e+00
2.778624999999999901e+00 1.101585000000000036e+00
2.389794000000000085e-01 1.091922000000000059e+00
2.581719999999999848e-02 1.028650999999999982e+00
2.072264000000000050e-02 1.077963000000000005e+00
1.342991000000000046e-01 1.096449999999999925e+00
4.408538000000000040e-02 1.085269000000000039e+00
1.821638999999999897e-02 1.062753000000000059e+00
2.813169000000000086e-02 1.080654000000000003e+00
1.368860000000000042e-02 1.062551999999999941e+00
1.265367000000000020e-01 1.090899000000000063e+00
2.166203999999999907e-01 1.099649000000000099e+00
2.796087999999999907e-01 1.056845999999999952e+00
1.350184000000000051e+00 1.117663999999999991e+00
1.173532000000000020e+00 1.059557000000000082e+00
2.249951999999999855e-02 1.063453999999999899e+00
2.151793000000000108e-02 1.080481000000000025e+00
4.030538000000000176e-02 1.059693999999999914e+00
2.581628000000000256e-01 1.079131999999999980e+00
4.697493999999999975e-02 1.093922999999999979e+00
8.087520999999999738e-01 1.099533000000000094e+00
2.524881999999999960e-01 1.087601999999999958e+00
7.659424000000000232e-01 1.086821999999999955e+00
1.572223999999999844e-02 1.045844999999999914e+00
3.083832000000000240e-01 1.097731000000000012e+00
1.083025999999999989e-01 1.066659999999999942e+00
9.057863000000000442e-01 1.089645999999999892e+00
2.578621000000000038e-02 1.084708000000000006e+00
2.767763999999999780e-01 1.103542000000000023e+00
